name,seller,price,number-of-items-sold,ram,rom,screen-size,color,front-camera,rear-camera,number_of_sims
Galaxy S6 Edge Plus Dual SIM - 32Go HDD - Or - 3 Mois-galce+pochette,Samsung,175000.0,101.0,2.0,16.0,6.4,or,7.0,12.0,2
Galaxy S7 Edge Dual SIM 64 Go HDD - Or,Samsung,185000.0,49.0,2.0,64.0,6.0,or,13.0,8.0,2
iPhone 7 Plus - 128Go - Noir - 12 Mois + Pochette + Protège Ecran Offerts,Apple,521000.0,1001.0,1.0,64.0,6.2,noir,8.0,13.0,1
iPhone 7 Plus 32Go HDD - Or,Apple,532000.0,99.0,3.0,8.0,6.2,or,20.0,16.0,1
Redmi 5A Dual SIM - 32Go HDD - 3Go RAM - 13MP - Or - 12 Mois de Garantie,Xiaomi,77900.0,99.0,3.0,16.0,6.0,or,8.0,13.0,2
P13 - Dual SIM - 8Go HDD - 512Mo RAM - Noir -12 Mois,ITEL,45000.0,99.0,1.0,32.0,6.2,noir,16.0,16.0,2
Pop2 Power Dual SIM - 8Go HDD - 1Go RAM - Bleu - 13 Mois,Tecno,57000.0,49.0,1.0,64.0,6.2,bleu,5.0,13.0,2
Pop2 Power Dual SIM - 8Go HDD - 1Go RAM - Noir - 13 Mois,Tecno,57000.0,10001.0,2.0,8.0,6.3,noir,5.0,13.0,2
"S33 - 16Go HDD - 1Go RAM - 6"" - Or - 12 Mois",ITEL,65300.0,49.0,4.0,8.0,5.5,or,1.2,8.0,1
Pop 2 Power - 16Go HDD - 1Go RAM - Or Et Noir -13 Mois,Tecno,70000.0,49.0,1.0,16.0,6.0,or et noir,5.0,2.0,1
Redmi Note 7 Dual SIM - 128Go - 4Go Ram HDD - Noir,Xaomi,200500.0,9.0,3.0,32.0,6.0,noir,24.0,16.0,2
Galaxy C5 -dual Sim- 32 Go HDD - Noir-pochette+glass,Samsung,139395.0,99.0,2.0,16.0,5.7,noir,24.0,16.0,2
"Galaxy S6 Edge - 64 Go HDD - 3 Go RAM - 5,1'' - Noir-glace+pochette",Samsung,150000.0,49.0,1.0,32.0,5.2,noir,24.0,16.0,1
Galaxy S6 Edge plus 32Go HDD - noir-pochette+glass,Samsung,160000.0,99.0,1.0,128.0,6.3,noir,24.0,16.0,1
P32 Dual SIM - 8Go HDD - 1 Go RAM - Bleu - 13 Mois,ITEL,55000.0,99.0,2.0,128.0,6.1,bleu,5.0,16.0,2
Galaxy J4 Dual SIM - 16Go HDD - 2Go RAM - Noir,Samsung,79900.0,99.0,3.0,8.0,7.2,noir,5.0,16.0,2
P33 Dual SIM 16Go HDD - 1Go RAM - Bleu,ITEL,58500.0,99.0,6.0,8.0,4.7,bleu,2.0,5.0,2
"S33 - 6"" - 16 Go HDD - Noir",ITEL,64500.0,49.0,3.0,8.0,6.0,noir,2.0,5.0,1
"Hot 6 - Dual SIM - 16Go HDD - 1Go RAM - 6"" Or",Infinix,74210.0,101.0,2.0,1616.0,5.5,or,5.0,8.0,2
P13 Dual SIM 8Go HDD - 512 Mo RAM - Noir - 13 Mois,ITEL,45500.0,99.0,1.0,16.0,5.5,noir,5.0,8.0,2
P33 Dual SIM 16Go HDD - 1Go RAM - Or,ITEL,53000.0,101.0,2.0,16.0,5.0,or,5.0,16.0,2
"Samsung Galaxy S8 Plus - 64 Go HDD - 4 Go RAM - 6,2'' - Noir - 12 Mois - Pochette",Samsung,243000.0,49.0,4.0,16.0,6.0,noir,5.0,12.0,1
Galaxy S8 Dual SIM 64 Go HDD - Or,Samsung,270000.0,49.0,3.0,32.0,6.0,or,5.0,13.0,2
Galaxy S9 - 32Go HDD - 4Go RAM - Noir,Samsung,365000.0,99.0,4.0,16.0,6.0,noir,8.0,12.0,1
"Galaxy S9 Plus - 64Go HDD - 6Go RAM - 6,2"" - Noir - 12 Mois",Samsung,390000.0,99.0,6.0,32.0,5.0,noir,8.0,12.0,1
S13 - 8Go HDD - 1GB RAM - Noir - 13 Mois,ITEL,65000.0,99.0,8.0,64.0,6.4,noir,5.0,12.0,1
Blitzwolf BW-BTS1 Sport Bluetooth Earphone Headphone IPX4 Waterproof Magnetic Adsorption With Mic,BlitzWolf,12157.0,101.0,6.0,8.0,6.0,black,5.0,8.0,1
Galaxy S7 - 32 Go HDD - Noir-glace+pochette,Samsung,133500.0,99.0,2.0,8.0,5.5,noir,12.0,12.0,1
P33 Dual SIM 16Go HDD - 1Go RAM - Or,ITEL,58600.0,9.0,3.0,16.0,5.8,or,5.0,13.0,2
"Hot 7 Pro Dual Sim - 6,2"" - 32 Go HDD - 2 Go RAM - Noir",Infinix,89000.0,99.0,1.0,128.0,5.5,noir,5.0,16.0,2
Galaxy A30 DUAL SIM 64Go HDD - 4Go RAM - Noir,Samsung,175000.0,99.0,2.0,8.0,6.0,noir,5.0,13.0,2
Galaxy S6 32 Go HDD - Noir + Pochette et Ecran de Protection,Samsung,120500.0,99.0,2.0,32.0,6.3,noir,5.0,13.0,1
"V5 Dual SIM - 8Go HDD - 1 Go RAM - 4"" - Bleu",X-tigi,27800.0,49.0,3.0,32.0,5.8,bleu,8.0,13.0,2
V10 Dual SIM 8 Go HDD - Noir - 13 Mois,X-tigi,32900.0,99.0,1.0,16.0,6.2,noir,5.0,8.0,2
BLACKBERRY LEAP 16Go HDD - Marron (Reconditionné pas de carton d'origine),Blackberry,43500.0,99.0,1.0,16.0,5.7,marron,5.0,16.0,1
A1 Dual SIM 32Go HDD - Or,X-tigi,71450.0,99.0,3.0,32.0,6.0,or,5.0,16.0,2
"Hot 7 Dual Sim - 6,2"" - 16 Go HDD - 1 Go RAM - Violet",Infinix,84740.0,99.0,3.0,32.0,6.0,violet,5.0,12.0,2
Galaxy S7 Edge 64Go HDD - Noir -  12 Mois,Samsung,241500.0,99.0,4.0,128.0,5.5,noir,5.0,12.0,1
"Galaxy S10 - 128Go HDD - 8Go RAM - 6,1"" - Blanc",Samsung,504000.0,99.0,4.0,32.0,5.5,blanc,8.0,12.0,1
"Galaxy S10 Plus - 128Go HDD - 8Go RAM - 6,4"" - 24 Mois - Blanc",Samsung,556000.0,99.0,1.0,16.0,5.5,blanc,5.0,16.0,1
"Pop 2 - Dual Sim - 5,5"" - 8Go HDD - 1Go RAM - Or",Tecno,56000.0,99.0,4.0,16.0,5.8,or,5.0,16.0,2
A32F 8Go HDD -Noir,ITEL,47000.0,99.0,4.0,16.0,5.5,noir,5.0,16.0,1
"Tecno B1 - Dual SIM - 8Go HDD - 1 Go RAM - 5"" - Noir",Tecno,50000.0,99.0,4.0,64.0,5.8,noir,5.0,16.0,2
S13 - 8Go HDD - 1GB RAM - Noir - 13 Mois,ITEL,53000.0,99.0,3.0,32.0,5.8,noir,5.0,12.0,1
P33 Dual SIM 16Go HDD - 1Go RAM - Bleu,ITEL,59000.0,101.0,4.0,64.0,6.0,bleu,8.0,12.0,2
"Hot 7 Dual SIM - 6,2"" - 16 Go HDD - 1 Go RAM - Noir",Infinix,72000.0,101.0,3.0,64.0,5.0,noir,5.0,8.0,2
Spark 2 Dual SIM  16 Go HDD + 1Go RAM - Rouge - 12 Mois,Tecno,75000.0,99.0,6.0,128.0,5.4,rouge,5.0,13.0,2
Spark 2 Dual SIM 16 Go HDD + 2 Go RAM - Noir - 12 Mois,Tecno,76000.0,99.0,4.0,128.0,6.2,noir,16.0,12.0,2
Galaxy A10 Dual Sim - 32Go HDD - 2Go RAM - 13MP - Noir - 24 Mois,Samsung,109000.0,101.0,4.0,32.0,6.0,noir,8.0,13.0,2
"Hot S3X - Dual SIM - 32 Go HDD - 2Go RAM - 6"" - Noir",Infinix,111000.0,101.0,3.0,32.0,5.5,noir,8.0,13.0,2
Camon X Dual SIM - 32Go HDD - Noir - 12 Mois,Tecno,123000.0,101.0,3.0,16.0,5.4,noir,8.0,13.0,2
Galaxy A30 Dual SIM 64Go HDD - 3Go RAM - Noir - 6 Mois,Samsung,180000.0,9.0,3.0,16.0,6.3,noir,5.0,8.0,2
Microsoft Lumia 550 - Reconditionné sans carton d'origine - 8Go HDD - 1Go RAM - Blanc,Nokia,45900.0,99.0,3.0,8.0,6.2,blanc,8.0,12.0,1
Nokia Lumia 1320 Reconditionné sans carton d'origine - 8Go - Rouge,Nokia,59500.0,99.0,4.0,16.0,6.0,rouge,7.0,12.0,1
Galaxy M10 Dual SIM - 16Go HDD - 2Go RAM - 13+5MP - Noir,Samsung,130000.0,10001.0,3.0,16.0,6.0,noir,5.0,8.0,2
Galaxy A50 Dual SIM - 128Go HDD - 4Go RAM - 25+8+5MP - Noir - 12 Mois,Samsung,239000.0,99.0,2.0,16.0,6.0,noir,2.0,16.0,2
Nokia Lumia 1320 - 8Go HDD - 4G (sans carton d'origine) - Noir,Nokia,59500.0,10001.0,1.0,8.0,6.4,noir,5.0,12.0,1
Camon 11 Dual SIM 32 Go HDD - 3Go RAM - Noir - 12 Mois,Tecno,114000.0,101.0,2.0,32.0,5.5,noir,5.0,13.0,2
Galaxy S6  32 Go HDD -Blanc + Ecran de Protection et Pochette - 12 Mois,Samsung,100000.0,99.0,3.0,32.0,6.2,blanc,5.0,16.0,1
"Hot 7  Dual Sim - 6,2"" - 32 Go HDD - 2 Go RAM - Champagne",Infinix,95263.0,101.0,4.0,64.0,6.2,champagne,2.0,13.0,2
"Hot 6 - Dual SIM - 16Go HDD - 1Go RAM - 6"" - Rouge",Infinix,76400.0,10001.0,4.0,64.0,6.2,rouge,5.0,16.0,2
Spark 3 Dual SIM - 16Go HDD - 1Go RAM - Noir - 12 Mois,Tecno,76500.0,49.0,1.0,64.0,4.7,noir,5.0,12.0,2
Galaxy A10 Dual Sim - 32Go HDD - 2Go RAM - 13MP - Bleu - 24 Mois,Samsung,99900.0,10001.0,3.0,64.0,6.0,bleu,5.0,12.0,2
Galaxy M20 Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Bleu - 12 Mois,Samsung,142000.0,10001.0,3.0,64.0,5.5,bleu,2.0,5.0,2
K5 Pro Dual SIM 128Go HDD - 6Go RAM - 16+5MP - Noir - 12 Mois,Lenovo,159000.0,49.0,3.0,256.0,6.0,noir,2.0,16.0,2
"iPhone 7 Plus - 32Go HDD - 3Go RAM - 5,5"" - Rose Or",Apple,320000.0,101.0,4.0,32.0,5.0,rose or,8.0,16.0,1
Infinix Hot 6X Dual SIM 16Go HDD - 2Go - Noir,Infinix,72500.0,49.0,4.0,64.0,6.0,noir,5.0,16.0,2
Spark 2 Dual SIM 16 Go HDD - Bleu - 12 Mois,Tecno,83800.0,101.0,4.0,32.0,5.5,bleu,5.0,16.0,2
Note 4 Dual SIM 16Go HDD - Noir - 12 Mois,Infinix,89000.0,101.0,4.0,64.0,5.0,noir,8.0,13.0,2
K5 Pro Dual SIM 64Go HDD - 6Go RAM - 16+5MP - Rose Or - 12 Mois,Lenovo,149900.0,101.0,4.0,64.0,6.0,rose or,13.0,8.0,2
Galaxy J5 Pro 32Go HDD - Noir,Samsung,169000.0,101.0,4.0,32.0,6.0,noir,5.0,8.0,1
Mi 8 Lite Dual SIM 64Go HDD - 4Go RAM - Noir + Pochette Offert - 12 Mois de Garantie,Xiaomi,174900.0,101.0,4.0,32.0,6.0,noir,8.0,13.0,2
Galaxy Note 8 - 64 Go HDD - 6 Go RAM - Noir - 24 Mois + Pochette + Protège Ecran Offerts,Samsung,298000.0,101.0,4.0,128.0,6.5,noir,8.0,12.0,1
"Galaxy S10 - 128Go HDD - 8Go RAM - 6,1"" - Bleu Ciel",Samsung,499000.0,101.0,4.0,64.0,6.4,bleu ciel,5.0,16.0,1
Mate20 X Dual SIM - 128Go HDD - 6Go RAM - Bleu,Huawei,510000.0,1001.0,6.0,64.0,5.5,bleu nuit,5.0,16.0,2
iPhone 7 - 32Go HDD - 2GB RAM - Noir Et Gris,Apple,315000.0,1001.0,1.0,64.0,5.5,noir et gris,5.0,16.0,1
Galaxy J6 Plus  2018 - 32 Go HDD - 3 Go RAM - 6'' - Gris,Samsung,200000.0,1001.0,2.0,256.0,6.2,gris,8.0,16.0,1
F3(Pop¹) Pro - Dual SIM - 16Go HDD - Noir - 12 Mois,Tecno,65000.0,1001.0,1.0,32.0,6.2,noir,5.0,12.0,2
Camon CX Dual SIM 16 Go HDD - Gris -12 Mois,Tecno,93900.0,1001.0,1.0,8.0,6.0,gris,0.0,8.0,2
"A16 - Dual SIM - 8Go HDD - 512 Mo RAM - 5"" - Noir - 13 Mois",ITEL,37900.0,1001.0,2.0,16.0,6.2,noir,5.0,13.0,2
Spark 2 Dual SIM 16 Go HDD - 2 Go RAM - Noir - 12 Mois,Tecno,85000.0,49.0,4.0,64.0,5.7,noir,5.0,16.0,2
"Pouvoir 2 - Dual SIM - 16Go HDD - 3Go RAM - 6"" - NOIR - 12 Mois",Tecno,100000.0,1001.0,3.0,128.0,5.5,noir,5.0,13.0,2
Spark 2 Dual SIM  16 Go HDD -1 Go RAM - Noir - 12 Mois,Tecno,75000.0,1001.0,2.0,32.0,6.0,noir,5.0,12.0,2
A32F Dual SIM 8Go HDD - Rose Or - 12 Mois,ITEL,44700.0,1001.0,2.0,32.0,6.1,rose or,5.0,8.0,2
Galaxy A30 Dual SIM 32Go HDD - 3Go RAM - Noir - 6 Mois,Samsung,160000.0,1001.0,4.0,32.0,5.4,noir,5.0,16.0,2
"Hot 6X Dual SIM - 32Go HDD - 3Go RAM - 6,2"" - Bleu",Infinix,149700.0,1001.0,4.0,64.0,6.5,bleu,5.0,16.0,2
Mi A2 Dual SIM - 64Go HDD - 4Go RAM - Noir,Xaomi,155500.0,49.0,4.0,64.0,6.2,noir,5.0,12.0,2
Redmi 6 Pro Dual SIM 64Go HDD - 4Go RAM - Noir,Xaomi,159500.0,49.0,4.0,64.0,6.2,noir,5.0,16.0,2
iPhone 6 Plus  64 Go HDD - Blanc Et Or,Apple,186925.0,49.0,8.0,128.0,5.7,blanc et or,5.0,13.0,1
V30 - 64Go HDD - 4Go RAM - Bleu,LG,200500.0,49.0,4.0,128.0,6.2,bleu,5.0,12.0,1
Mate20 Lite Dual SIM - 64Go HDD - 4Go RAM - Noir - 6 Mois,Huawei,225000.0,49.0,4.0,128.0,6.0,noir,8.0,12.0,2
iPhone XS Max 256Go HDD - Gris Sidéral,Apple,875000.0,49.0,3.0,128.0,6.0,gris sidéral,7.0,12.0,1
"Honor 8C - 32 Go HDD - 3 Go RAM - 6,26'' - Bleu - 12 Mois",Huawei,145000.0,49.0,3.0,32.0,5.5,bleu,1.2,8.0,1
Lenovo S5 Dual SIM 64Go HDD - 4Go RAM - 13+13MP - Rouge + Pochette Offert - 12 Mois,Lenovo,110000.0,101.0,2.0,64.0,5.5,rouge,5.0,12.0,2
"Galaxy J6 Plus Dual SIM - 32Go HDD - 3Go RAM - 6"" - Noir - 12 Mois",Samsung,120000.0,1001.0,3.0,64.0,6.2,noir,7.0,12.0,2
Lenovo S5 Pro Double Puce 64Go HDD - 6Go RAM - 12+20MP - Noir + Pochette Offert - 12 Mois,Lenovo,160000.0,1001.0,3.0,64.0,5.0,noir,7.0,12.0,2
Galaxy J8 Dual SIM 64Go HDD - Bleu,Samsung,195000.0,1001.0,2.0,8.0,6.0,bleu,7.0,12.0,2
Galaxy S7 32 Go HDD - 4 Go RAM  - Or,Samsung,232000.0,1001.0,2.0,16.0,5.5,or,7.0,12.0,1
iPhone 7 Plus - 32Go HDD - 3Go RAM - Noir,Apple,410000.0,1001.0,8.0,16.0,5.0,noir,2.0,5.0,1
iPhone 7 Plus - 128Go HDD - 3Go RAM Rose Or,Apple,495000.0,49.0,1.0,8.0,4.0,rose or,0.0,8.0,1
iPhone X 64Go HDD - 3Go RAM - Gris Sidéral,Apple,651000.0,49.0,4.0,16.0,5.5,gris sidéral,0.0,8.0,1
iPhone 8 Plus 64Go HDD - Gris Sidéral,Apple,662000.0,1001.0,1.0,64.0,6.2,gris sidéral,5.0,8.0,1
iPhone XS Max 64 Go HDD - Argent,Apple,700000.0,49.0,1.0,64.0,5.0,argent,5.0,8.0,1
iPhone X 256Go HDD - 3Go RAM - Gris Sidéral,Apple,789000.0,49.0,2.0,16.0,6.0,gris sidéral,5.0,16.0,1
Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - 13MP - Or - 12 Mois,Samsung,175000.0,101.0,3.0,16.0,6.0,or,8.0,16.0,2
"Blade A506 - 8Go HDD - 1Go RAM - 5"" - Noir - 6 Mois",ZTE,45000.0,1001.0,2.0,64.0,4.7,noir,5.0,16.0,1
Y5 Prime 2018 Dual SIM 16Go HDD - Bleu - 12 Mois + Edmark Café73 Offert (20 Sachets),Huawei,86500.0,101.0,2.0,64.0,6.0,bleu,5.0,13.0,2
Honor 10 lite - 64 Go HDD - 3 Go RAM -  Bleu Saphir - 6 Mois,Huawei,175000.0,49.0,4.0,64.0,6.0,bleu saphir,5.0,12.0,1
"Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - 6"" - Bleu - 6 Mois",Samsung,212000.0,1001.0,4.0,128.0,4.0,bleu,5.0,16.0,2
Galaxy S7 Edge 32Go HDD - 4Go RAM - Or - 12 Mois,Samsung,243500.0,1001.0,4.0,128.0,5.0,or,8.0,16.0,1
Y5 Lite - Dual Sim - 16GO HDD -1GO Ram - Bleu - 6 Mois,Huawei,72000.0,1001.0,4.0,32.0,4.0,bleu,8.0,16.0,2
Galaxy M10 Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Noir - 12 Mois,Samsung,125000.0,1001.0,4.0,32.0,6.0,noir,5.0,12.0,2
Galaxy M20 Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Bleu - 12 Mois,Samsung,142000.0,49.0,4.0,64.0,6.2,bleu,5.0,12.0,2
Honor 10 lite - 64 Go HDD - 3Go Ram -  Noir - 6 Mois,Huawei,175000.0,49.0,1.0,64.0,5.0,noir,5.0,12.0,1
Galaxy M20 Dual SIM - 64Go HDD - 4Go RAM - 13+5MP - Bleu - 12 Mois,Samsung,179000.0,9.0,2.0,32.0,4.7,bleu,1.2,8.0,2
Galaxy M30 Dual SIM - 64Go HDD - 4Go RAM - 13+5MP - Bleu - 12 Mois,Samsung,211000.0,49.0,3.0,32.0,5.0,bleu,7.0,12.0,2
"Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - 6"" - Noir - 6 Mois",Samsung,212000.0,49.0,1.0,32.0,5.0,noir,12.0,12.0,2
"Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - 6"" - Noir - 6 Mois",Samsung,212000.0,49.0,2.0,16.0,5.0,noir,2.0,5.0,2
"Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - 6"" - Bleu - 6 Mois",Samsung,212000.0,49.0,2.0,32.0,5.0,bleu,5.0,5.0,2
Galaxy A50 Dual SIM - 128Go HDD - 4Go RAM - 25+8+5MP - Noir - 12 Mois,Samsung,243000.0,1001.0,3.0,128.0,5.5,noir,8.0,5.0,2
Galaxy S7 Edge 32Go HDD -Perle Blanc - 6 mois,Samsung,243500.0,49.0,2.0,128.0,4.0,perle blanc,5.0,13.0,1
Galaxy S8 Plus SM-G955F - 64Go HDD -4 Go Ram - Noir - 6 mois,Samsung,300000.0,1001.0,2.0,16.0,6.0,noir,2.0,13.0,1
"Galaxy S8 Plus - 64Go HDD - 4Go RAM - 6,2"" - Or - 6 Mois",Samsung,300000.0,1001.0,3.0,16.0,5.0,or,5.0,16.0,1
Galaxy S9 Plus - 64Go HDD - Violet lilas - 6 Mois,Samsung,400000.0,1001.0,2.0,16.0,5.0,violet lilas,5.0,16.0,1
"Desire 610 - 8Go HDD - 1Go RAM - 4,7"" - Noir",HTC,40000.0,1001.0,4.0,32.0,6.0,noir,5.0,12.0,1
"Hot 6X - Dual SIM - 16Go HDD - 2Go RAM - 6,2"" - Noir",Infinix,83000.0,49.0,4.0,32.0,6.2,noir,5.0,16.0,2
Smart 2 Dual SIM 16 Go HDD - 1Go RAM - Or - 12 Mois,Infinix,68950.0,101.0,1.0,16.0,6.0,or,20.0,12.0,2
"Pixi4  - 8 Go HDD - 1 Go RAM - 6"" - Noir",Alcatel,53000.0,101.0,1.0,128.0,6.0,noir,5.0,12.0,1
A3 Dual SIM 16Go HDD - Blanc - 12 Mois,Alcatel,65000.0,101.0,3.0,128.0,6.0,blanc,5.0,12.0,2
Galaxy A7 Dual SIM 64 Go HDD - 4Go RAM - Or,Samsung,221000.0,101.0,3.0,32.0,5.0,or,5.0,12.0,2
Galaxy J7 Pro - 64Go HDD - 3Go RAM - Noir,Samsung,242000.0,101.0,1.0,32.0,5.5,noir,8.0,16.0,1
Galaxy J2 Pro Dual SIM - 16 Go HDD - 1.5 Go RAM - Noir,Samsung,85000.0,49.0,1.0,64.0,5.0,noir,5.0,12.0,2
Galaxy M10 Dual SIM - 16Go HDD - 2Go RAM - 13+5MP - Noir,Samsung,127000.0,10001.0,1.0,64.0,5.5,noir,5.0,12.0,2
Galaxy J6 Plus (2018) - 64 Go HDD - 4 Go RAM - 6'' - Rouge - 3 Mois,Samsung,170000.0,101.0,1.0,4.0,5.5,rouge,5.0,12.0,1
Galaxy J6 Plus (2018) - 64 Go HDD - 4 Go RAM - 6'' - Gris - 3 Mois,Samsung,170000.0,101.0,1.0,16.0,5.0,gris,8.0,16.0,1
Galaxy J6 Plus (2018) - 64 Go HDD - 4 Go RAM - 6'' - Gris - 3 Mois,Samsung,170000.0,1001.0,3.0,32.0,5.6,gris,8.0,16.0,1
Honor 8X Dual SIM - 128Go HDD - 4Go RAM - Bleu,Huawei,235000.0,1001.0,1.0,16.0,6.0,bleu,1.2,8.0,2
"Galaxy S10 Plus - 128Go HDD - 8Go RAM - 6,4"" - 24 Mois - Blanc",Samsung,651000.0,101.0,1.0,8.0,5.6,blanc,16.0,16.0,1
Galaxy S7 Edge - 32 Go HDD - 4 Go RAM - Or - 12 Mois + Pochette + Protège Ecran,Samsung,167000.0,1001.0,6.0,16.0,4.7,or,1.2,8.0,1
Galaxy S7 Edge - 32 Go HDD - 4 Go RAM - Bleu - 12 Mois + Pochette + Protège Ecran,Samsung,167000.0,1001.0,4.0,128.0,5.5,bleu,1.2,8.0,1
Honor 10 lite - 64 Go HDD - 3 Go RAM -  Bleu Saphir - 6 Mois,Huawei,175000.0,101.0,6.0,32.0,6.0,bleu saphir,8.0,12.0,1
Honor 10 lite - 64 Go HDD - 3Go Ram -  Noir - 6 Mois,Huawei,175000.0,101.0,2.0,16.0,6.2,noir,1.2,8.0,1
Samsung Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - 13MP - Rose,Samsung,141000.0,101.0,2.0,32.0,6.0,rose,5.0,12.0,2
Camon 11 Dual SIM 32 Go HDD - Blue - 12 Mois,Tecno,145700.0,101.0,1.0,32.0,6.0,bleu,8.0,12.0,2
"Galaxy S6 Edge - 32Go HDD - RAM 3Go - 5,7"" - Or - 12 Mois + Pochette + Protège Ecran Offerts",Samsung,2210000.0,101.0,1.0,16.0,6.0,or,8.0,12.0,1
iPhone 6S Plus 16Go HDD - Gris + Pochette Et Ecran de Protection - 12 Mois,Apple,290000.0,101.0,1.0,64.0,6.0,gris,7.0,12.0,1
Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - 13MP - Noir Et Or - 12 Mois,Samsung,95265.0,1001.0,1.0,64.0,5.5,noir et or,7.0,12.0,2
Galaxy S10 - 128Go HDD - 8Go RAM - 16+12+12MP - Noir - 24 Mois de Garantie,Samsung,669900.0,101.0,2.0,8.0,6.0,noir,7.0,12.0,1
Y5 Lite - Dual Sim - 16GO HDD -1GO Ram - Bleu - 6 Mois,Huawei,72000.0,49.0,1.0,8.0,6.0,bleu,7.0,12.0,2
Honor 8X -Dual Sim - 128Go HDD - 4Go RAM  - Phantom bleu - 06 Mois,Huawei,230000.0,49.0,3.0,8.0,6.0,phantom bleu,7.0,12.0,2
"Hot 7 Dual Sim - 6,2"" - 16 Go HDD - 1 Go RAM - Or",Infinix,77000.0,49.0,2.0,16.0,6.0,or,8.0,12.0,2
"Hot 7 - Dual Sim - 6,2"" - 16 Go HDD - 1 Go RAM - Noir",Infinix,77000.0,49.0,3.0,32.0,6.0,noir,7.0,12.0,2
Galaxy M10 Dual SIM - 16Go HDD - 2Go RAM - 13+5MP - Noir + Protège Ecran Offert,Samsung,200000.0,49.0,2.0,8.0,5.0,noir,7.0,12.0,2
"K5 Play Dual SIM - 32 Go HDD - 3 Go RAM - 5,7"" - Bleu - 12 Mois",Lenovo,85000.0,9.0,2.0,64.0,4.0,bleu,7.0,12.0,2
"Hot 7 Pro Dual Sim - 6,2"" - 32 Go HDD - 2 Go RAM - Or",Infinix,89000.0,49.0,2.0,8.0,6.0,or,8.0,12.0,2
Vente Flash - Galaxy M10 Dual SIM - 16Go HDD - 2Go RAM - 13+5MP - Noir + Protège Ecran Offert,Samsung,200000.0,49.0,3.0,16.0,5.3,noir,7.0,12.0,2
Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - Noir - 6 Mois,Samsung,212000.0,49.0,3.0,8.0,6.3,noir,8.0,12.0,2
Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - Noir - 6 Mois,Samsung,212000.0,49.0,3.0,16.0,4.0,bleu,12.0,12.0,2
Galaxy S7 Edge 32Go HDD -Perle Blanc - 6 mois,Samsung,243500.0,49.0,3.0,16.0,5.0,perle blanc,7.0,12.0,1
Galaxy S7 Edge 32Go HDD - 4Go RAM - Or - 12 Mois,Samsung,243500.0,49.0,3.0,8.0,6.0,or,7.0,12.0,1
"Galaxy S8 Plus - 64Go HDD - 4Go RAM - 6,2"" - Or - 06Mois",Samsung,300000.0,101.0,2.0,32.0,6.0,or,7.0,12.0,1
Galaxy M20 Dual SIM - 64Go HDD - 4Go RAM - 13+5MP - Noir - 12 Mois  + Protège Ecran Offert,Samsung,190000.0,101.0,2.0,8.0,6.0,noir,7.0,12.0,2
StarTrail 7 - 4 Go HDD - Bleu (Reconditionné pas de carton d'origine),Startrail,41700.0,99.0,2.0,16.0,6.0,bleu,5.0,8.0,1
Spark 2 Dual SIM 16 Go HDD - 2 Go RAM - Or Et Noir,Tecno,88000.0,49.0,3.0,128.0,5.1,or et noir,5.0,5.0,2
Galaxy J7 Pro 32Go HDD - Gris,Samsung,190000.0,10001.0,3.0,64.0,5.7,gris,5.0,13.0,1
Galaxy Grand Prime Pro Dual SIM 16Go HDD - Noir,Samsung,89500.0,101.0,3.0,128.0,5.0,noir,13.0,13.0,2
1408 Dual SIM 8Go HDD - Gris,ITEL,33000.0,10001.0,1.0,16.0,4.3,gris,8.0,12.0,2
"Galaxy J4 Dual SIM 16Go HDD  2Go RAM - Ecran 5.5"" - Noir",Samsung,92000.0,101.0,1.0,16.0,5.0,noir,8.0,12.0,2
iPhone 7 - 128Go HDD - Noir - 12 Mois,Apple,300000.0,101.0,4.0,8.0,6.0,noir,1.2,8.0,1
Galaxy S7 - 32 Go HDD - Noir,Samsung,158550.0,101.0,4.0,16.0,5.7,noir,5.0,16.0,1
Camon 11 Dual SIM 32 Go HDD - Bordeaux -Noir - 13 Mois,Tecno,116350.0,101.0,4.0,8.0,6.0,bordeaux -noir,16.0,16.0,2
Galaxy J2  - 16 Go HDD + 2 Go RAM -Or,Samsung,75000.0,101.0,1.0,8.0,6.0,or,1.2,8.0,1
Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - Noir Et Or,Samsung,99000.0,101.0,3.0,16.0,6.5,noir et or,8.0,12.0,2
Galaxy J6 Dual SIM - 32 Go HDD - 3 Go RAM - 6'' - Gris Et Bleu,Samsung,129000.0,101.0,4.0,16.0,6.0,gris et bleu,2.0,0.3,2
