name,seller,price,number-of-items-sold,ram,rom,screen-size,color,front-camera,rear-camera,number_of_sims
Nokia Lumia 530 RM-1017 Reconditionné sans carton d'origine - 4 Go - Noir,Nokia,29000.0,101.0,4.0,64.0,5.0,noir,5.0,12.0,1
Pop 2 Power - 8Go HDD - 1Go RAM -  Or,Tecno,56000.0,101.0,1.0,8.0,4.5,or,8.0,13.0,1
"Redmi 6A Dual SIM - 16Go HDD - 2Go RAM - 5,45"" - Or - 12 Mois de Garantie",Xiaomi,57900.0,101.0,1.0,32.0,6.3,or,5.0,8.0,2
Lumia 820 - 8Go HDD - Reconditionné sans carton d'origine - Noir,Nokia,30000.0,99.0,4.0,16.0,4.0,noir,0.0,5.0,1
"S33 - 6"" - 16 Go HDD - Noir",ITEL,65000.0,1001.0,3.0,64.0,5.1,noir,0.3,2.0,1
Nokia Lumia 635 RM - 974 - Noir ( sans carton d'origine),Nokia,25700.0,10001.0,3.0,32.0,5.0,noir,5.0,16.0,1
"Galaxy S7 - 32 Go HDD - 4 Go RAM - 5,1"" - Noir",Samsung,129500.0,101.0,1.0,64.0,5.0,noir,5.0,8.0,1
Redmi 6 Dual SIM - 32Go - 3Go Ram HDD - Noir,Xaomi,95500.0,101.0,3.0,8.0,5.5,noir,5.0,13.0,2
Lenovo S5 Dual SIM 64Go HDD - 4Go RAM - 13+13MP - Rouge + Pochette  Offert - 12 Mois,Lenovo,99900.0,101.0,2.0,64.0,6.0,rouge,0.3,2.0,2
"Samsung Galaxy S8 Plus - 64 Go HDD - 4 Go RAM - 6,2'' - Noir - 12 Mois - Pochette",Samsung,245000.0,99.0,1.0,16.0,6.0,noir,5.0,13.0,1
A11 Dual SIM 8Go HDD - Bleu - 13 Mois,ITEL,30500.0,99.0,1.0,32.0,6.2,bleu,5.0,8.0,2
"Galaxy S6 Edge - 32Go HDD - RAM 3Go - 5,7"" - Blanc - 12 Mois + Pochette + Protège Ecran Offerts",Samsung,117000.0,101.0,1.0,16.0,5.0,blanc,2.0,5.0,1
Galaxy S8 Dual SIM 64 Go HDD - Or,Samsung,220000.0,99.0,1.0,8.0,5.5,or,0.0,8.0,2
iPhone 4S 16 Go HDD - Noir + Pochette et Ecran de Protection,Apple,55500.0,9.0,4.0,64.0,4.5,noir,8.0,13.0,1
"Redmi 6 Pro Dual SIM - 64Go HDD - 4Go RAM - 6"" - Noir + Pochette + Protège Ecran",Xiaomi,129900.0,49.0,3.0,32.0,5.5,noir,8.0,13.0,2
"Galaxy S6 Edge Plus  - 32Go HDD - 4Go RAM - 5,7"" - Bleu",Samsung,145000.0,10001.0,0.512,32.0,5.7,bleu,8.0,13.0,1
"Redmi Note 6 Pro - Dual SIM - 32Go HDD - 3Go RAM - 6,26"" - Noir",Xiaomi,121578.0,101.0,4.0,8.0,5.0,noir,8.0,13.0,2
WX3 Dual SIM 8 Go HDD - Gris  - 13 Mois,Tecno,45200.0,99.0,2.0,32.0,5.7,gris,5.0,8.0,2
G6 64Go HDD - 4Go RAM - Noir - 12 Mois + Pochette + Protège Ecran  Offerts,LG,124900.0,101.0,1.0,32.0,5.1,noir,2.0,5.0,1
OK-CX1 - Dual SIM - 16Go HDD - 1 Go RAM - Noir - 12 Mois,Oking,45000.0,49.0,4.0,8.0,4.7,noir,5.0,13.0,2
Galaxy S7 Edge 32Go HDD - Or - 24 Mois,Samsung,159300.0,49.0,2.0,16.0,5.0,or,2.0,5.0,1
"OK-Smart18 - Dual SIM - 16Go HDD - 1 Go RAM - 5,5"" - Noir - 12 Mois",Oking,36900.0,1001.0,3.0,8.0,5.0,noir,5.0,13.0,2
A32F 8Go HDD - 1Go RAM - Noir,ITEL,50000.0,101.0,1.0,8.0,5.2,noir,5.0,13.0,1
Galaxy S8 Plus 64Go HDD - 4Go RAM-Noir,Samsung,249000.0,1001.0,1.0,64.0,5.0,noir,8.0,13.0,1
Y7 Pro Dual SIM 32Go HDD - Noir,Huawei,135000.0,100001.0,2.0,32.0,5.4,noir,2.0,8.0,2
Camon 11 Dual SIM 32 Go HDD -3 GB RAM- AQUA BLEU - 13 Mois,Tecno,110000.0,99.0,4.0,8.0,6.0,aqua-bleu,2.0,5.0,2
Y3 2017 8Go HDD - Or,Huawei,64900.0,1001.0,2.0,32.0,5.0,or,2.0,5.0,1
A1 Lite Double SIM 32Go HDD - Rouge,Gionee,135000.0,101.0,4.0,16.0,4.7,rouge,13.0,5.0,1
Galaxy A10 Dual SIM - 32Go HDD - 2Go RAM - Noir,Samsung,99000.0,1001.0,1.0,8.0,6.2,noir,5.0,8.0,2
Rise 53 Dual SIM 8Go HDD - Blanc - 12 Mois + 1 Carte SIM et 1 Forfait Internet Offerts,Orange,34900.0,1001.0,4.0,64.0,4.0,blanc,5.0,5.0,2
Spark 3 Dual SIM - 16Go HDD - 1Go RAM - Noir - 13 Mois,Tecno,75600.0,101.0,3.0,16.0,4.0,noir,5.0,8.0,2
218 M Dual SIM 8Go HDD - Noir,Maku,32000.0,1001.0,2.0,32.0,5.5,noir,0.0,8.0,2
Y3 2017 8Go HDD - Or + 1 Montre Connectée Galaxy Gear Offerte,Huawei,74900.0,49.0,1.0,16.0,5.7,or,5.0,16.0,1
Mate20 Lite -  Dual Sim- 64Go HDD- 4Go Ram - Noir - 6 mois,Huawei,225000.0,99.0,2.0,16.0,6.0,noir,5.0,13.0,2
Galaxy M20 Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Noir - 12 Mois,Samsung,155000.0,100001.0,1.0,16.0,5.5,noir,16.0,20.0,2
"A14 - Dual Sim - 8Go HDD - 512 Mo RAM - 4"" - Noir - 12 Mois",ITEL,27800.0,101.0,2.0,64.0,6.0,noir,0.0,13.0,2
Galaxy S7 Edge 32Go HDD - 4Go RAM - Or - Pochette + Protège Écran Offerts,Samsung,148400.0,10001.0,3.0,8.0,5.5,or,8.0,13.0,1
X1 Dual SIM 16Go HDD - Noir,Gionee,103000.0,1001.0,1.0,16.0,5.5,noir,8.0,13.0,2
A32F 8Go HDD - Noir,ITEL,45000.0,1001.0,3.0,32.0,4.7,noir,1.0,8.0,1
Redmi 7 Dual SIM - 64Go HDD - 4Go RAM - 12+2MP - Noir + Pochette Offert - 12 Mois de Garantie,Xiaomi,154900.0,101.0,1.0,16.0,6.4,noir,0.0,13.0,2
"Mione X2 4G - 5.5"" - 16 Go + 2 Go - Dual Sim - Noir",mione,42900.0,49.0,6.0,64.0,6.0,noir,5.0,16.0,2
Camon X - Dual SIM - 32Go HDD - Noir - 12 Mois,Tecno,125000.0,99.0,1.0,32.0,4.7,noir,5.0,8.0,2
Galaxy J4 Core Dual SIM - 16Go HDD - 1Go RAM - Or,Samsung,72500.0,1001.0,1.0,64.0,5.0,or,5.0,8.0,2
Spark 3 Dual SIM - 16Go HDD - 1Go RAM - Noir - 12 Mois,Tecno,78000.0,101.0,1.0,8.0,5.0,noir,5.0,13.0,2
X9 Dual SIM Avec Deverouillage Faciale - 16 Go HDD - 2 Go RAM - 12 Mois De Garantie - Noir,Xtouch,57000.0,49.0,4.0,8.0,6.0,noir,5.0,13.0,2
"K8 Note - Dual Sim - 64 Go HDD - 4 Go RAM - 5,5'' - Noir",Lenovo,125000.0,99.0,4.0,16.0,5.0,noir,2.0,5.0,2
Nokia Lumia 625  8GB sans carton d'origine - Noir,Nokia,35900.0,101.0,2.0,8.0,6.5,noir,0.0,13.0,1
Galaxy J7 Core - 16Go HDD - Or,Samsung,96000.0,10001.0,1.0,16.0,5.7,or,7.0,12.0,1
Galaxy S6 Edge Plus Dual SIM - 32Go HDD - Or - 3 Mois,Samsung,165000.0,49.0,2.0,32.0,5.0,or,5.0,16.0,2
NX Dual SIM 16Go HDD - Bleu - 12 Mois,Tecno,62000.0,49.0,1.0,8.0,4.0,bleu,7.0,12.0,2
G6 64Go HDD - 4Go RAM - Or - 12 Mois + Pochette + Protège Ecran  Offerts,LG,124900.0,49.0,1.0,32.0,4.7,or,5.0,13.0,1
Galaxy S6 32Go HDD - RAM 3Go - Or - 12 Mois + Pochette + Protège Ecran  Offerts,Samsung,110000.0,9.0,1.0,16.0,6.0,or,5.0,13.0,1
Galaxy S7 32Go HDD - Noir,Samsung,240000.0,1001.0,3.0,64.0,6.0,noir,5.0,13.0,1
iPhone 6S 64Go HDD - Or,Apple,280000.0,1001.0,2.0,8.0,3.5,or,5.0,16.0,1
"Y3 2018 Dual SIM - 8Go HDD - 5.0"" - Or",Huawei,95000.0,100001.0,1.0,8.0,6.0,or,5.0,12.0,2
"Studio J2 - 5"" - 8Go HDD + 512Mo RAM - Noir",Blu,26900.0,101.0,1.0,1616.0,5.3,noir,7.0,12.0,1
A50 16Go HDD - Argent,Alcatel,55000.0,1001.0,1.0,32.0,5.1,argent,5.0,13.0,1
iPhone 6 64Go HDD - Or - 12 Mois + Pochette + Protège Ecran  Offerts,Apple,300000.0,1001.0,3.0,64.0,5.0,black,5.0,8.0,1
Galaxy J2 Core Dual Sim - 8Go HDD + 1Go RAM - Lavande,Samsung,56800.0,1001.0,1.0,16.0,6.0,noir,8.0,16.0,2
"Y5 Prime (2018) - Double Puce - 16Go HDD - 2Go RAM - 5,4"" - Bleu - 12 Mois + Bubble C Offert (20 Sachets)",Huawei,86500.0,99.0,4.0,16.0,4.0,bleu,5.0,16.0,2
Camon X Dual SIM 32Go HDD - Or - 12 Mois,Tecno,110000.0,49.0,4.0,16.0,6.0,or,5.0,16.0,2
Kenny 4G 8Go HDD - Noir,WIKO,47900.0,99.0,0.512,16.0,5.0,noir,5.0,5.0,1
Galaxy M10 Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Noir - 12 Mois  + Protège Ecran Offert,Samsung,129000.0,101.0,1.0,64.0,5.7,noir,5.0,13.0,2
iPhone 6 16Go HDD - Or + Protège Ecran,Apple,150000.0,1001.0,4.0,64.0,4.3,or,5.0,8.0,1
Galaxy S8 Plus Dual SIM - 64 Go HDD - Noir,Samsung,270255.0,49.0,3.0,32.0,4.0,noir,5.0,8.0,2
ZTE A110 - 8 GB - 4'' - 1400 mAh - Noir,ZTE,25000.0,101.0,1.0,32.0,5.7,noir,8.0,12.0,1
"U3 - Dual SIM - 8Go HDD - 1Go RAM - 4"" - Gris - 12 Mois",Alcatel,31900.0,1001.0,3.0,8.0,6.0,gris,8.0,12.0,2
P33 Dual SIM 16Go HDD - 1Go RAM - Bleu,ITEL,59500.0,49.0,3.0,8.0,5.0,bleu,8.0,12.0,2
"Galaxy Note 5 - 32 Go HDD - 4 Go RAM - 5,7'' - Bleu",Samsung,125000.0,99.0,2.0,16.0,6.0,bleu,8.0,12.0,1
Galaxy M30 Dual SIM - 64Go HDD - 4Go RAM - 13+5MP - Noir - 12 Mois  + Protège Ecran Offert,Samsung,240000.0,49.0,1.0,16.0,5.2,noir,13.0,5.0,2
"X608 Hot 6 Pro - Dual SIM -16Go HDD - 2Go RAM - 6"" - Rouge - 12 Mois",Infinix,84000.0,49.0,2.0,8.0,4.0,rouge,5.0,12.0,2
"S503 Dual SIM - 16Go HDD - 1Go RAM - 5,5"" - Noir - 12 Mois",SIMI,43900.0,10001.0,2.0,64.0,6.0,noir,5.0,8.0,2
"Hot 6C - Dual SIM - 16Go HDD - 2Go RAM - 6"" Or",Infinix,80000.0,49.0,2.0,32.0,6.0,or,8.0,13.0,2
iPhone 6 Plus 16Go HDD - Or - 12 Mois,Apple,157000.0,101.0,1.0,8.0,5.0,or,5.0,16.0,1
IPhone 6 Plus 64Go HDD - Gris - 12 Mois + Pochette + Protège Ecran  Offerts,Apple,174900.0,1001.0,1.0,8.0,5.5,gris,5.0,16.0,1
"iPhone 6 - 64 Go HDD - 1 Go RAM - 4,7"" - Or - 12 Mois + Protège Ecran",Apple,175000.0,99.0,0.512,8.0,5.5,or,0.3,2.0,1
Galaxy A30 DUAL SIM 32Go HDD - 3Go RAM - Noir - 6 Mois,Samsung,160000.0,101.0,3.0,64.0,6.0,noir,2.0,5.0,2
Spark 2 Dual SIM 32 Go HDD + 2 Go RAM - Bleu - 12 Mois,Tecno,95000.0,101.0,4.0,32.0,6.0,bleu,2.0,8.0,2
Galaxy S7 Edge Dual SIM 32 Go HDD - Or,Samsung,185000.0,101.0,1.0,16.0,6.0,or,13.0,20.0,2
"Desire 610 - 8Go HDD - 1Go RAM - 4,7"" - Noir",HTC,35000.0,1001.0,2.0,16.0,6.0,noir,8.0,13.0,1
Galaxy J2 Core - Dual SIM - 8Go HDD + 1Go RAM - Violet,Samsung,56800.0,49.0,2.0,32.0,5.0,noir,5.0,12.0,2
iPhone 6 Plus - 16Go HDD - Or - 12 Mois - Pochette - Glass,Apple,157900.0,1001.0,2.0,32.0,4.5,or,10.0,16.0,1
"Pouvoir 2 - Dual SIM - 16Go HDD - 3Go RAM - 6"" - Or - 12 Mois",Tecno,95000.0,49.0,1.0,16.0,5.0,or,13.0,5.0,2
Galaxy Grand Prime Plus Dual SIM 8Go HDD / 1.5Go Ram - Gris Et Or,Samsung,63500.0,101.0,1.0,8.0,5.0,gris et or,8.0,5.0,2
Honor 8X Dual SIM - 64G HDD - 4Go RAM - Bleu,Huawei,200000.0,49.0,1.0,16.0,4.5,bleu,8.0,13.0,2
Galaxy Note 5 32Go HDD - Or + Pochette + Ecran De Protection,Samsung,139000.0,101.0,1.0,16.0,5.0,or,8.0,13.0,1
V10 Dual SIM 8 Go HDD - Noir - 13 Mois,X-tigi,33000.0,1001.0,1.0,32.0,5.0,noir,8.0,13.0,2
"A14 - Dual Sim - 8Go HDD - 512 Mo RAM - 4"" - Noir - 12 Mois",ITEL,28000.0,1001.0,1.0,16.0,5.0,noir,0.0,13.0,2
"Desire 610 - 8Go HDD - 1Go RAM - 4,7"" - Noir",HTC,36500.0,49.0,1.0,16.0,5.0,noir,20.0,16.0,1
Galaxy J6 Plus (2018) - 64 GB HDD - 4 GB RAM - 6'' + Pochette - Noir,Samsung,185000.0,49.0,2.0,4.0,4.0,noir,5.0,16.0,1
Galaxy J6 Plus Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Rouge - 12mois,Samsung,115000.0,100001.0,1.0,8.0,5.0,rouge,5.0,16.0,2
"iPhone 4S - 16Go HDD - 512Mo RAM - 3,5"" - Noir - 12 Mois + Pochette + Protège Ecran",Apple,45000.0,101.0,1.0,32.0,5.5,noir,8.0,13.0,1
Spark 2 Dual SIM 16 Go HDD - 1 Go RAM - Or Et Noir- 12 Mois,Tecno,75000.0,49.0,1.0,64.0,5.5,or et noir,0.0,13.0,2
A1 Lite Double SIM 32Go HDD - Blanc Et Or,Gionee,135000.0,1001.0,2.0,8.0,5.5,blanc et or,8.0,13.0,1
Galaxy M10 Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Noir - 12 Mois  + Protège Ecran Offert,Samsung,159000.0,1001.0,1.0,32.0,5.5,noir,8.0,13.0,2
Galaxy S5 16Go HDD - Blanc,Samsung,160000.0,99.0,1.0,16.0,6.0,blanc,13.0,13.0,1
R6 Plus Dual SIM 8Go HDD - Gris + 1 Carte SIM et 1 Forfait Internet Offerts,Orange,39900.0,101.0,2.0,8.0,6.0,gris,10.0,16.0,2
Pouvoir 2 Dual SIM 16Go HDD - Bleu - 12 Mois,Tecno,90000.0,49.0,2.0,32.0,5.0,bleu,20.0,40.0,2
Vente Flash - Galaxy S3 - 16 Go HDD - Blanc,Samsung,48000.0,101.0,1.0,16.0,6.4,blanc,7.0,12.0,1
Galaxy S7 Edge 32Go HDD - 4Go RAM - Or - 3 Mois + Pochette,Samsung,160000.0,101.0,0.512,8.0,6.4,or,5.0,13.0,1
Spark 2 Dual SIM 32 Go HDD - 2 Go RAM - Rouge - 12 Mois,Tecno,89000.0,101.0,1.0,8.0,6.4,rouge,16.0,16.0,2
"iPhone 6 - 16Go HDD - 1Go RAM - 4,7"" - Gris (Sans carton d'origine) - 12 Mois",Apple,125500.0,101.0,1.0,8.0,6.5,gris,2.0,5.0,1
OK-CX1 Dual SIM 16Go HDD - 1 Go RAM - Rouge - 12 Mois,Oking,50000.0,10001.0,1.0,16.0,6.4,rouge,8.0,13.0,2
Galaxy J1 Ace 4Go HDD - Bleu - 24 Mois,Samsung,50000.0,10001.0,1.0,16.0,4.7,bleu,8.0,13.0,1
"Y2 2018- Dual SIM - 8 Go HDD - 512 Mo - 4"" - Gris- 12 Mois",Tecno,34500.0,1001.0,1.0,16.0,6.0,gris,8.0,13.0,2
Galaxy S6 Edge 32Go HDD - RAM 3Go - Noir - 12 Mois + Pochette + Protège Ecran  Offerts,Samsung,124900.0,1001.0,1.0,16.0,6.0,noir,2.0,5.0,1
"Redmi S2 - Dual SIM - 64Go HDD - 4Go RAM - 6"" - Or + Pochette + Protège Ecran Offerts",Xiaomi,114900.0,1001.0,3.0,16.0,5.0,or,5.0,16.0,2
"Blade A506 - 8Go HDD - 1Go RAM - 5"" - Noir - 6 Mois",ZTE,45000.0,1001.0,3.0,8.0,6.2,noir,1.2,8.0,1
Samsung Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - 13MP - Or - 12 Mois,Samsung,110000.0,49.0,4.0,8.0,6.4,or,7.0,12.0,2
Blade Lite V8 Dual SIM - 16Go HDD - 2Go RAM - Or,ZTE,65500.0,101.0,4.0,16.0,5.9,or,5.0,12.0,2
Y2 Dual SIM 8Go HDD - Gris - 12 Mois,Tecno,34000.0,101.0,8.0,8.0,6.4,gris,7.0,12.0,2
Samsung Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - 13MP - Noir,Samsung,99000.0,101.0,2.0,8.0,6.7,noir,7.0,12.0,2
"Galaxy J4 Core Dual SIM - 16Go HDD - 1Go RAM - 6"" - Bleu",Samsung,72500.0,101.0,2.0,16.0,5.5,bleu,7.0,12.0,2
V11 8Go HDD Dual SIM - Or,X-tigi,35300.0,101.0,1.0,16.0,6.0,or,7.0,12.0,2
"Pop 2 - Dual Sim - 5,5"" - 8Go HDD - 1Go RAM - Bleu",Tecno,54500.0,101.0,1.0,8.0,6.2,bleu,7.0,12.0,2
"Pop 2 - Dual Sim - 5,5"" - 8Go HDD - 1Go RAM - Or",Tecno,54500.0,101.0,2.0,8.0,6.2,or,7.0,12.0,2
Spark 2 Dual SIM - 16 Go HDD - Noir Et Or - 12 Mois,Tecno,75300.0,101.0,4.0,8.0,5.9,noir et or,5.0,13.0,2
Spark 2 Dual SIM  16 Go HDD - Noir - 12 Mois,Tecno,75300.0,1001.0,4.0,8.0,6.2,noir,5.0,8.0,2
Spark 2 Dual SIM 16 Go HDD - 1 Go RAM - Bordeaux - 12 Mois,Tecno,82700.0,1001.0,3.0,8.0,5.0,bordeaux,5.0,12.0,2
Spark 2 Dual SIM 16 Go HDD - 2 Go RAM - Noir - 12 Mois,Tecno,82700.0,1001.0,4.0,16.0,5.0,noir,5.0,12.0,2
1X - 16Go HDD - Noir - 12 Mois + Forfait Internet Offert,Alcatel,70900.0,1001.0,4.0,8.0,5.9,noir,8.0,12.0,1
Y3 2017 8Go HDD - Gris,Huawei,64900.0,1001.0,6.0,16.0,5.9,gris,8.0,12.0,1
Galaxy Grand Prime Dual Sim 8 Go HDD - Noir + 1 Routeur 4G Offert,Samsung,87900.0,1001.0,1.0,16.0,6.4,noir,8.0,12.0,2
A3 Dual SIM - 16Go HDD - Noir - 12 Mois,Alcatel,69900.0,1001.0,1.0,8.0,6.2,noir,1.3,8.0,2
Y3 2017 8Go HDD - Or + 1 Modem Airbox 3G Offert,Huawei,84900.0,100001.0,2.0,32.0,6.5,or,13.0,8.0,1
Galaxy Grand Prime Dual Sim 8 Go HDD - Argent + 1 Carte Sim Offerte,Samsung,67900.0,10001.0,2.0,64.0,5.5,argent,5.0,13.0,2
A3 Dual SIM 16Go HDD - Blanc - 12 Mois,Alcatel,69900.0,1001.0,4.0,128.0,5.5,blanc,13.0,13.0,2
Galaxy A7 Dual SIM 16 Go HDD - Noir - 6 Mois,Samsung,120000.0,100001.0,4.0,64.0,5.4,noir,5.0,8.0,2
"Mi4 4G FDD-LTE - 16Go HDD - 2Go RAM - 5"" - Blanc",Xiaomi,142500.0,100001.0,6.0,128.0,5.4,blanc,5.0,12.0,1
Alcatel 1 Dual SIM 8Go HDD - Gris - 12 Mois + Forfait Internet Offert,Alcatel,44900.0,9.0,4.0,16.0,5.4,gris,5.0,12.0,2
Smart Dual SIM 16Go HDD - Noir  - 12 Mois,Infinix,96800.0,9.0,4.0,16.0,5.7,noir,5.0,13.0,2
Galaxy A7 Dual SIM 16 Go HDD - Blanc - 6 Mois,Samsung,120000.0,9.0,4.0,16.0,5.5,blanc,5.0,16.0,2
"A14 - Dual Sim - 8Go HDD - 512 Mo RAM - 4"" - Noir - 12 Mois",ITEL,27000.0,9.0,2.0,8.0,5.5,noir,5.0,12.0,2
"A16 - Dual SIM - 8Go HDD - 512 Mo RAM - 5"" - Noir - 13 Mois",ITEL,37600.0,9.0,4.0,32.0,5.0,noir,5.0,13.0,2
P13 Dual SIM 8Go HDD - 512 Mo RAM - Noir - 13 Mois,ITEL,44800.0,9.0,3.0,64.0,5.5,noir,8.0,13.0,2
S13 - 8Go HDD - 1GB RAM - Noir - 13 Mois,ITEL,52600.0,9.0,3.0,64.0,5.5,noir,8.0,13.0,1
P33 Dual SIM 16Go HDD - 1Go RAM - Or,ITEL,52860.0,9.0,2.0,64.0,6.0,or,8.0,13.0,2
P32 Dual SIM - 8Go HDD - 1 Go RAM - Bleu - 13 Mois,ITEL,54680.0,101.0,2.0,64.0,5.5,bleu,5.0,12.0,2
P33 PLUS - 5000Mah - 16Go HDD - 1Go RAM - Or,ITEL,58875.0,101.0,2.0,128.0,6.3,or,5.0,12.0,1
"S33 - 16Go HDD - 1Go RAM - 6"" - Or - 12 Mois",ITEL,63550.0,1001.0,4.0,128.0,5.1,or,8.0,12.0,1
"Microsoft Lumia 640 LTE - 8Go HDD - 5"" (Reconditionné pas de carton d'origine)",Microsoft,45500.0,101.0,3.0,16.0,5.7,bleu,2.0,8.0,1
Galaxy A30 DUAL SIM 32Go HDD - 3Go RAM - Noir - 6 Mois,Samsung,145400.0,1001.0,3.0,16.0,5.5,noir,8.0,13.0,2
Galaxy A20 Dual SIM 64Go HDD - 3Go RAM - Bleu - 6 Mois,Samsung,135000.0,101.0,3.0,32.0,5.5,bleu,13.0,13.0,2
Galaxy A50 - 128Go HDD - RAM 4Go - DUAL SIM - Noir - 6 Mois,Samsung,209000.0,101.0,1.0,32.0,5.5,noir,8.0,5.0,2
Honor 8X -Dual Sim - 64Go HDD - 4Go RAM - Phantom Bleu - 6 Mois,Huawei,220000.0,1001.0,1.0,64.0,6.0,phantom bleu,2.0,5.0,2
Galaxy S10 Plus - 128Go HDD - 8Go RAM - 16+12+12MP - Noir - 24 Mois,Samsung,823000.0,1001.0,1.0,64.0,6.0,noir,5.0,13.0,1
One E8 - 16Go HDD - 2Go RAM - Noir,HTC,63800.0,1001.0,1.0,128.0,5.5,noir,7.0,12.0,1
Spark 2 Dual SIM 16 Go HDD - 2 Go RAM - Noir - 12 Mois,Tecno,69200.0,1001.0,4.0,8.0,5.5,noir,5.0,12.0,2
Spark 2 Dual SIM 16 Go HDD - 1 Go RAM - Noir - 12 Mois,Tecno,76500.0,1001.0,3.0,64.0,6.2,noir,5.0,8.0,2
Microsoft Lumia 640 - 8Go HDD - 1Go RAM - Noir (Reconditionné - Sans carton d'origine),Microsoft,51800.0,1001.0,4.0,64.0,5.0,noir,5.0,13.0,1
Galaxy A10 Dual Sim - 32Go HDD - 2Go RAM - 13MP - Bleu - 24 Mois,Samsung,98900.0,1001.0,1.0,128.0,6.2,bleu,8.0,13.0,2
S5 Double Puce 64Go HDD - 4Go RAM - 13+13MP - Noir + Pochette Offerte - 12 Mois,Lenovo,100000.0,101.0,2.0,32.0,5.5,noir,8.0,12.0,2
"MI 8 Lite - Dual SIM - 64 Go HDD - RAM 4 Go - 6,26'' - Noir + Pochette + Glace De Protection",Xiaomi,165000.0,49.0,1.0,256.0,5.5,noir,0.3,2.0,2
Galaxy A30 Dual SIM 64Go HDD - 3Go RAM - Noir - 6 Mois,Samsung,175000.0,1001.0,1.0,32.0,6.2,noir,0.0,5.0,2
Galaxy A40 - 64Go HDD - 4GB RAM - Noir,Samsung,195000.0,1001.0,1.0,32.0,6.4,noir,2.0,5.0,1
Galaxy A50 Dual SIM - 128Go HDD - 4Go RAM - 25+8+5MP - Noir - 12 Mois,Samsung,240000.0,1001.0,1.0,16.0,4.0,noir,13.0,13.0,2
Galaxy A70 Dual SIM - 128Go HDD - 6Go RAM - 32+8+5MP - Noir - 12 Mois,Samsung,320000.0,49.0,4.0,16.0,5.0,noir,0.0,5.0,2
"OK-Smart18 - Dual SIM - 16Go HDD - 1 Go RAM - 5,5"" - Or - 12 Mois",Oking,36800.0,101.0,32.0,16.0,12.0,or,2.0,5.0,2
P33 PLUS - 5000Mah - 16Go HDD - 1Go RAM - Or Et Bleu,ITEL,59300.0,101.0,6.0,32.0,5.3,or et bleu,0.0,5.0,1
Galaxy A10 - 32Go HDD - 2Go RAM - Bleu - 3 Mois,Samsung,115500.0,1001.0,1.0,128.0,6.2,bleu,2.0,5.0,1
Galaxy A10 Dual SIM - 32Go HDD - 2Go RAM - Noir - 3 Mois,Samsung,115500.0,1001.0,1.0,32.0,5.5,noir,0.0,5.0,2
"Lenovo K5 Pro - Dual Sim - 64 Go HDD - 4 Go RAM - 5,99'' - Noir",Lenovo,135000.0,1001.0,2.0,32.0,6.1,noir,5.0,13.0,2
Camon 11 K Dual SIM - 64Go HDD - 4Go RAM - Noir,Tecno,139500.0,101.0,4.0,8.0,6.4,noir,0.3,2.0,2
Honor 9 Dual SIM 128Go HDD - 6Go RAM - Bleu - 12 Mois,Huawei,250000.0,101.0,1.0,8.0,5.5,bleu,5.0,8.0,2
A16 Dual SIM 8Go HDD - 512 Mo RAM - Or - 13 Mois,ITEL,37500.0,99.0,2.0,8.0,5.0,or,8.0,12.0,2
Samsung Galaxy A40 - 64Go  4GB Ram HDD - Noir,Samsung,190500.0,1001.0,3.0,16.0,5.5,noir,12.0,12.0,1
Mate 10 Lite Dual SIM - 64Go HDD - 4Go RAM - Bleu - 3 Mois,Huawei,205000.0,10001.0,2.0,16.0,5.5,bleu,8.0,13.0,2
Galaxy A50 - 128Go HDD - 4GB RAM - Noir,Samsung,240500.0,10001.0,4.0,128.0,6.2,noir,8.0,13.0,1
Galaxy A10 Dual Sim - 32Go HDD - 2Go RAM - 13MP - Noir - 24 Mois de Garantie,Samsung,98000.0,10001.0,8.0,64.0,6.0,noir,3.0,5.0,2
iPhone XS Max 256Go HDD - Gris Sidéral,Apple,870600.0,101.0,8.0,32.0,6.0,noir,5.0,8.0,1
Galaxy Note 5 32 Go HDD - Or-glace et pochette offert,Samsung,145250.0,99.0,1.0,8.0,6.2,or,5.0,13.0,1
Redmi 6 Dual SIM - 32Go - 3Go Ram HDD - 12+5MP - Bleu,Xaomi,95500.0,99.0,1.0,16.0,6.0,bleu,13.0,5.0,2
iPhone 7 Plus - 32Go HDD - 3Go RAM - 12MP - Rouge + Pochette Offert - 12 Mois de Garantie,Apple,279900.0,10001.0,1.0,16.0,6.0,noir,5.0,13.0,1
"Redmi 6A Dual SIM - 16Go HDD - 2Go RAM - 5,45"" - Gris - 12 Mois de Garantie",Xiaomi,57900.0,101.0,1.0,16.0,6.4,or,5.0,13.0,2
"Redmi 6A Dual SIM - 16Go HDD - 2Go RAM - 5,45"" - Gris - 12 Mois de Garantie",Xiaomi,57900.0,101.0,1.0,16.0,4.7,gris,16.0,16.0,2
"Redmi 6A Dual SIM - 16Go HDD - 2Go RAM - 5,45"" - Gris - 12 Mois de Garantie",Xiaomi,58900.0,101.0,1.0,8.0,6.0,gris,5.0,13.0,2
