name,seller,price,number-of-items-sold,ram,rom,screen-size,color,front-camera,rear-camera,number_of_sims,date,os
"Redmi 6A Dual SIM - 16Go HDD - 2Go RAM - 5,45"" - Or - 12 Mois de Garantie",Xiaomi,57900.0,10001.0,2.0,64.0,6.2,or,13.0,8.0,2,Sun May 26 21:22:03 2019,android
"Galaxy A20 - 32Go HDD - 3Go RAM - 6.4"" - Noir",Samsung,114000.0,101.0,0.512,32.0,4.0,noir,2.0,5.0,1,Sun May 26 21:22:04 2019,ios
"iPhone 6 - 16Go HDD - 1Go RAM - 4,7"" - Gris (Sans carton d'origine) - 12 Mois",Apple,128600.0,99.0,2.0,32.0,4.0,gris,5.0,8.0,1,Sun May 26 21:22:06 2019,android
S5 Pro Dual Sim - 64Go HDD - 6Go RAM - 20+12MP - Noir - 12 Mois,Lenovo,149000.0,10001.0,4.0,64.0,6.0,noir,5.0,13.0,2,Sun May 26 21:22:09 2019,android
Galaxy A6 Dual SIM 64Go HDD - Or,Samsung,217000.0,99.0,0.512,4.0,6.2,or,5.0,5.0,2,Sun May 26 21:22:10 2019,android
Galaxy J4 Dual SIM - 16Go HDD - 2Go RAM - Noir,Samsung,79900.0,101.0,2.0,8.0,5.5,noir,2.0,15.0,2,Sun May 26 21:22:12 2019,android
"Galaxy S6 - 32Go HDD - 3Go RAM - 5,1"" - Or",Samsung,100000.0,101.0,3.0,16.0,6.2,or,8.0,13.0,1,Sun May 26 21:22:13 2019,android
Note 5 Stylus Dual SIM 64 Go HDD - Or,Infinix,143500.0,10001.0,1.0,8.0,6.0,or,2.0,0.3,2,Sun May 26 21:22:14 2019,android
Redmi Note 7 Dual SIM 64Go HDD - 4Go RAM - 48+5MP - Bleu + Pochette Offert - 12 Mois de Garantie,Xiaomi,189900.0,101.0,1.0,32.0,5.5,bleu,2.0,5.0,2,Sun May 26 21:22:17 2019,android
"Hot S4 Dual Sim - 6,2"" - 32 Go HDD - 3 Go RAM - Bleu",Tecno,110000.0,99.0,1.0,32.0,6.4,bleu,20.0,16.0,2,Sun May 26 21:22:19 2019,android
A32F 8Go HDD -Noir,ITEL,44700.0,101.0,3.0,4.0,5.0,noir,5.0,13.0,1,Sun May 26 21:22:20 2019,android
Galaxy A10 Dual Sim - 32Go HDD - 2Go RAM - 13MP - Noir - 24 Mois de Garantie,Samsung,98000.0,99.0,1.0,16.0,5.5,noir,8.0,13.0,2,Sun May 26 21:22:21 2019,android
Redmi 6 Pro Dual SIM - 64Go HDD - 4Go RAM - 12+5MP - Noir + Pochette Offert - 12 Mois de Garantie,Xiaomi,117900.0,49.0,1.0,32.0,5.0,noir,5.0,12.0,2,Sun May 26 21:22:23 2019,android
OK-LS1 Dual SIM 4Go - 512Mo RAM - Rouge - 12 Mois,Oking,27000.0,49.0,2.0,16.0,5.5,rouge,2.0,18.0,2,Sun May 26 21:22:24 2019,android
Galaxy S7 - 32 Go HDD - Noir,Samsung,133500.0,101.0,1.0,16.0,6.5,noir,5.0,5.0,1,Sun May 26 21:22:26 2019,android
A11 Dual SIM 8Go HDD - Bleu - 13 Mois,ITEL,30500.0,101.0,3.0,16.0,4.0,bleu,5.0,5.0,2,Sun May 26 21:22:27 2019,android
Vente Flash - Galaxy S3 - 16 Go HDD - Blanc,Samsung,48000.0,1001.0,1.0,32.0,4.0,blanc,5.0,8.0,1,Sun May 26 21:22:29 2019,android
"A14 - Dual Sim - 8Go HDD - 512 Mo RAM - 4"" - Noir - 12 Mois",ITEL,27800.0,1001.0,1.0,16.0,5.5,noir,5.0,13.0,2,Sun May 26 21:22:30 2019,android
Galaxy A10 Dual Sim - 32Go HDD - 2Go RAM - 13MP - Bleu - 24 Mois de Garantie,Samsung,84500.0,99.0,3.0,8.0,4.3,bleu,16.0,20.0,2,Sun May 26 21:22:32 2019,android
Galaxy Note 5 32 Go HDD 4 Go RAM - Or - Pochette - Protege Ecran- 12 Mois,Samsung,125000.0,101.0,1.0,16.0,6.0,or,2.0,8.0,1,Sun May 26 21:22:33 2019,android
Galaxy J1 Ace - 4Go HDD -  512 Mo - Blanc - 24 Mois,Samsung,49700.0,99.0,1.0,16.0,5.1,blanc,0.3,2.0,1,Sun May 26 21:22:35 2019,android
"Mione X2 4G - 5.5"" - 16 Go + 2 Go - Dual Sim - Noir",mione,42900.0,99.0,2.0,16.0,5.5,noir,5.0,12.0,2,Sun May 26 21:22:37 2019,android
"K5 Play Dual SIM - 32 Go HDD - 3 Go RAM - 5,7"" - Bleu - 12 Mois",Lenovo,85000.0,1001.0,3.0,32.0,6.2,bleu,8.0,12.0,2,Sun May 26 21:22:40 2019,android
Spark 3 Dual SIM - 16Go HDD - 1Go RAM - Noir - 12 Mois,Tecno,72000.0,101.0,2.0,16.0,5.7,noir,5.0,16.0,2,Sun May 26 21:22:41 2019,android
"Galaxy J4 Core Dual SIM - 16Go HDD - 1Go RAM - 6"" - Bleu",Samsung,72500.0,101.0,3.0,8.0,6.0,bleu,5.0,12.0,2,Sun May 26 21:22:43 2019,android
"Hot 7 Dual SIM - 6,2"" - 16 Go HDD - 1 Go RAM - Noir",Infinix,72000.0,1001.0,1.0,8.0,4.0,noir,0.0,12.0,2,Sun May 26 21:22:44 2019,android
A1 Dual SIM 32Go HDD - Or,X-tigi,71450.0,101.0,1.0,32.0,5.7,or,13.0,5.0,2,Sun May 26 21:22:45 2019,android
Smart 2 Dual SIM 16 Go HDD - 1Go RAM - Rouge - 12 Mois,Infinix,58600.0,99.0,1.0,16.0,3.5,rouge,5.0,13.0,2,Sun May 26 21:22:48 2019,android
A16 Dual SIM 8Go HDD - 512 Mo RAM - Or - 13 Mois,ITEL,37500.0,49.0,3.0,8.0,5.7,or,0.0,8.0,2,Sun May 26 21:22:50 2019,android
"OK-Smart18 - Dual SIM - 16Go HDD - 1 Go RAM - 5,5"" - Or - 12 Mois",Oking,36800.0,101.0,4.0,32.0,6.2,or,2.0,32.0,2,Sun May 26 21:22:51 2019,android
A50 16Go HDD - Gris Et Noir,Alcatel,46000.0,1001.0,2.0,16.0,5.9,gris et noir,5.0,8.0,1,Sun May 26 21:22:52 2019,android
V18 Pro Dual SIM 16Go HDD -RAM 1 Go -Gris - 12 Mois,X-tigi,35300.0,99.0,1.0,64.0,6.2,gris,8.0,12.0,2,Sun May 26 21:22:53 2019,android
Hot 6X Dual SIM 32Go HDD -  3Go RAM - Noir,Infinix,101000.0,101.0,1.0,32.0,4.5,noir,8.0,13.0,2,Sun May 26 21:22:55 2019,android
"Hot 7 - Dual Sim - 6,2"" - 16 Go HDD - 1 Go RAM - Noir",Infinix,75000.0,101.0,1.0,16.0,5.3,noir,2.0,5.0,2,Sun May 26 21:22:57 2019,android
A14 - 8GB HDD - Bleu,ITEL,27400.0,101.0,4.0,16.0,6.2,bleu,2.0,5.0,1,Sun May 26 21:22:58 2019,android
Flash Dual SIM 8 Go HDD - Or - 12 Mois,Flash,26900.0,9.0,3.0,8.0,6.2,or,16.0,16.0,2,Sun May 26 21:23:01 2019,android
"Camon X - Dual SIM - 32Go HDD - 3Go RAM - 6"" - Noir - 12 Mois",Tecno,107000.0,101.0,4.0,32.0,5.0,noir,2.0,5.0,2,Sun May 26 21:23:02 2019,android
Spark 3 Dual SIM - 16Go HDD - 1Go RAM - Bleu - 13 Mois,Tecno,75600.0,101.0,3.0,128.0,6.0,bleu,5.0,16.0,2,Sun May 26 21:23:04 2019,android
"Pop 2 - Dual Sim - 5,5"" - 8Go HDD - 1Go RAM - Or",Tecno,54500.0,99.0,4.0,16.0,4.5,or,0.0,13.0,2,Sun May 26 21:23:05 2019,android
Galaxy A10 Dual Sim - 32Go HDD - 2Go RAM - 13MP - Noir - 24 Mois,Samsung,84300.0,99.0,4.0,8.0,5.1,noir,2.0,18.0,2,Sun May 26 21:23:06 2019,android
Pouvoir 2 - Dual SIM - 16Go HDD - 3Go RAM - 12 Mois   Noir,Tecno,90000.0,1001.0,4.0,8.0,6.2,noir,2.0,5.0,2,Sun May 26 21:23:08 2019,ios
"iPhone 6s+ - 64Go HDD - 2Go RAM - 5,5"" - Or",Apple,240000.0,1001.0,4.0,8.0,6.3,or,5.0,12.0,1,Sun May 26 21:23:10 2019,android
"Samsung Galaxy A20- 32Go HDD 3Go RAM - 6.4"" - Noir",Samsung,115900.0,99.0,4.0,16.0,5.0,noir,20.0,16.0,1,Sun May 26 21:23:12 2019,android
V18 Pro - Dual SIM 16Go HDD - Or - 12 Mois,X-tigi,48000.0,1001.0,1.0,32.0,5.0,or,5.0,8.0,2,Sun May 26 21:23:13 2019,android
A5 Dual SIM - 1Go RAM - 16Go HDD - Noir - 12 Mois,Xtouch,68000.0,49.0,4.0,32.0,6.0,noir,2.0,5.0,2,Sun May 26 21:23:15 2019,android
"EGO NOTE 3G - Dual SIM - 8Go HDD - 1Go RAM - 5,5"" - Noir",TORQUE,37000.0,101.0,3.0,64.0,6.0,noir,5.0,16.0,2,Sun May 26 21:23:16 2019,android
C Note Dual SIM 32Go HDD - 3Go RAM - 13MP - Or - 12 Mois,UMIDIGI,100000.0,101.0,3.0,32.0,6.0,or,2.0,5.0,2,Sun May 26 21:23:18 2019,android
Honor 8X -Dual Sim - 128Go HDD - 4Go RAM  - Phantom bleu - 06 Mois,Huawei,230000.0,99.0,1.0,64.0,5.0,phantom bleu,5.0,13.0,2,Sun May 26 21:23:19 2019,android
Galaxy S3 - 16 Go HDD - Blanc,Samsung,46500.0,1001.0,3.0,4.0,5.7,blanc,5.0,12.0,1,Sun May 26 21:23:20 2019,android
Y2 Dual SIM 8Go HDD - Gris - 12 Mois,Tecno,34000.0,101.0,2.0,64.0,5.0,gris,5.0,12.0,2,Sun May 26 21:23:22 2019,android
Pop 2 Power - 8Go HDD - 1Go RAM -  Or,Tecno,56000.0,101.0,1.0,64.0,5.7,or,2.0,8.0,1,Sun May 26 21:23:23 2019,windows
Lumia 820 - 8Go HDD - Reconditionné sans carton d'origine - Noir,Nokia,30000.0,101.0,1.0,64.0,5.1,noir,5.0,13.0,1,Sun May 26 21:23:25 2019,android
"S33 - 6"" - 16 Go HDD - Noir",ITEL,65000.0,101.0,4.0,16.0,4.7,noir,2.0,9.0,1,Sun May 26 21:23:27 2019,android
"Galaxy S7 - 32 Go HDD - 4 Go RAM - 5,1"" - Noir",Samsung,129500.0,9.0,1.0,64.0,5.0,noir,5.0,8.0,1,Sun May 26 21:23:28 2019,android
Redmi 6 Dual SIM - 32Go - 3Go Ram HDD - Noir,Xaomi,95500.0,10001.0,3.0,16.0,5.2,noir,20.0,16.0,2,Sun May 26 21:23:30 2019,android
"Samsung Galaxy S8 Plus - 64 Go HDD - 4 Go RAM - 6,2'' - Noir - 12 Mois - Pochette",Samsung,245000.0,10001.0,2.0,64.0,5.0,noir,5.0,5.0,1,Sun May 26 21:23:33 2019,android
"Galaxy S6 Edge - 32Go HDD - RAM 3Go - 5,7"" - Blanc - 12 Mois + Pochette + Protège Ecran Offerts",Samsung,117000.0,101.0,4.0,32.0,4.5,blanc,5.0,8.0,1,Sun May 26 21:23:35 2019,android
"Redmi 6 Pro Dual SIM - 64Go HDD - 4Go RAM - 6"" - Noir + Pochette + Protège Ecran",Xiaomi,129900.0,10001.0,3.0,32.0,6.0,noir,2.0,18.0,2,Sun May 26 21:23:36 2019,windows
Nokia Lumia 530 RM-1017 Reconditionné sans carton d'origine - 4 Go - Noir,Nokia,29000.0,101.0,2.0,8.0,5.0,noir,2.0,5.0,1,Sun May 26 21:23:37 2019,android
"Redmi Note 6 Pro - Dual SIM - 32Go HDD - 3Go RAM - 6,26"" - Noir",Xiaomi,121578.0,49.0,1.0,32.0,6.2,noir,8.0,12.0,2,Sun May 26 21:23:39 2019,android
Redmi Note 7 Dual SIM 32Go HDD - 3Go RAM - 48+5MP - Bleu + Pochette Offert - 12 Mois de Garantie,Xiaomi,159900.0,1001.0,4.0,32.0,5.0,bleu,2.0,6.0,2,Sun May 26 21:23:41 2019,android
G6 64Go HDD - 4Go RAM - Noir - 12 Mois + Pochette + Protège Ecran  Offerts,LG,124900.0,101.0,3.0,16.0,4.7,noir,8.0,5.0,1,Sun May 26 21:23:43 2019,ios
"iPhone 4S - 16Go HDD - 512Mo - 3,5"" - Blanc - 12 Mois + Pochette + Protège Ecran",Apple,42500.0,1001.0,1.0,8.0,5.0,blanc,5.0,16.0,1,Sun May 26 21:23:44 2019,android
Mi A2 Dual SIM - 64Go HDD - 4Go RAM - 20+12MP - Noir + Pochette Offert - 12 Mois de Garantie,Xiaomi,137900.0,100001.0,2.0,64.0,6.2,noir,2.0,15.0,2,Sun May 26 21:23:45 2019,android
OK-CX1 - Dual SIM - 16Go HDD - 1 Go RAM - Noir - 12 Mois,Oking,45000.0,99.0,4.0,8.0,4.0,noir,2.0,14.0,2,Sun May 26 21:23:47 2019,android
Galaxy S8 Plus 64Go HDD - 4Go RAM-Noir,Samsung,249000.0,101.0,1.0,32.0,4.0,noir,8.0,13.0,1,Sun May 26 21:23:49 2019,android
Y7 Pro Dual SIM 32Go HDD - Noir,Huawei,135000.0,1001.0,4.0,32.0,5.5,noir,1.2,8.0,2,Sun May 26 21:23:50 2019,android
Camon 11 Dual SIM 32 Go HDD -3 GB RAM- AQUA BLEU - 13 Mois,Tecno,110000.0,49.0,3.0,64.0,5.7,aqua-bleu,1.2,8.0,2,Sun May 26 21:23:52 2019,android
Y3 2017 8Go HDD - Or,Huawei,64900.0,1001.0,2.0,32.0,6.0,or,2.0,9.0,1,Sun May 26 21:23:54 2019,android
A1 Lite Double SIM 32Go HDD - Rouge,Gionee,135000.0,99.0,1.0,16.0,5.5,rouge,5.0,16.0,1,Sun May 26 21:23:57 2019,android
Galaxy A10 Dual SIM - 32Go HDD - 2Go RAM - Noir,Samsung,99000.0,49.0,2.0,8.0,5.5,noir,8.0,13.0,2,Sun May 26 21:23:58 2019,android
Spark 3 Dual SIM - 16Go HDD - 1Go RAM - Noir - 13 Mois,Tecno,75600.0,101.0,1.0,64.0,5.5,noir,5.0,12.0,2,Sun May 26 21:24:02 2019,android
218 M Dual SIM 8Go HDD - Noir,Maku,32000.0,1001.0,3.0,32.0,4.7,noir,5.0,8.0,2,Sun May 26 21:24:04 2019,android
Note 5 Stylus Dual SIM 64 Go HDD - Or  Et Noir,Infinix,140000.0,100001.0,1.0,16.0,6.4,or et noir,1.2,8.0,2,Sun May 26 21:24:08 2019,android
Y3 2017 8Go HDD - Or + 1 Montre Connectée Galaxy Gear Offerte,Huawei,74900.0,101.0,1.0,16.0,6.0,or,8.0,13.0,1,Sun May 26 21:24:09 2019,android
Galaxy S6 32Go HDD - Noir,Samsung,112700.0,10001.0,1.0,32.0,5.0,noir,5.0,16.0,1,Sun May 26 21:24:10 2019,android
Galaxy A10 Dual Sim - 32Go HDD - 2Go RAM - 13MP - Noir - 24 Mois de Garantie,Samsung,84500.0,1001.0,3.0,8.0,5.0,noir,2.0,5.0,2,Sun May 26 21:24:12 2019,android
Mate20 Lite -  Dual Sim- 64Go HDD- 4Go Ram - Noir - 6 mois,Huawei,225000.0,101.0,1.0,64.0,6.0,noir,2.0,5.0,2,Sun May 26 21:24:14 2019,android
Galaxy M20 Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Noir - 12 Mois,Samsung,155000.0,99.0,6.0,32.0,5.7,noir,1.3,8.0,2,Sun May 26 21:24:16 2019,android
X1 Dual SIM 16Go HDD - Noir,Gionee,103000.0,99.0,1.0,64.0,5.0,noir,2.0,9.0,2,Sun May 26 21:24:17 2019,android
A32F 8Go HDD - Noir,ITEL,45000.0,49.0,1.0,8.0,4.0,noir,2.0,18.0,1,Sun May 26 21:24:18 2019,android
"Redmi 5 Plus Dual SIM - 64Go HDD - 4Go RAM - 6"" - Rose Or + Pochette Offert - 12 Mois de Garantie",Xiaomi,99900.0,10001.0,1.0,16.0,4.7,rose or,2.0,18.0,2,Sun May 26 21:24:20 2019,android
Camon X - Dual SIM - 32Go HDD - Noir - 12 Mois,Tecno,125000.0,49.0,4.0,8.0,4.7,noir,8.0,13.0,2,Sun May 26 21:24:24 2019,android
Galaxy J4 Core Dual SIM - 16Go HDD - 1Go RAM - Or,Samsung,72500.0,49.0,4.0,8.0,6.0,or,2.0,18.0,2,Sun May 26 21:24:25 2019,android
X9 Dual SIM Avec Deverouillage Faciale - 16 Go HDD - 2 Go RAM - 12 Mois De Garantie - Noir,Xtouch,57000.0,49.0,2.0,32.0,6.0,noir,8.0,13.0,2,Sun May 26 21:24:27 2019,android
Galaxy S6 Edge Plus Dual SIM - 32Go HDD - Or - 3 Mois,Samsung,165000.0,9.0,4.0,8.0,6.0,or,2.0,15.0,2,Sun May 26 21:24:29 2019,android
A32F 8Go HDD - 1Go RAM - Noir,ITEL,40150.0,1001.0,1.0,16.0,5.3,noir,5.0,12.0,1,Sun May 26 21:24:30 2019,android
G6 64Go HDD - 4Go RAM - Or - 12 Mois + Pochette + Protège Ecran  Offerts,LG,124900.0,100001.0,1.0,16.0,5.0,or,5.0,8.0,1,Sun May 26 21:24:34 2019,android
Galaxy S6 32Go HDD - RAM 3Go - Or - 12 Mois + Pochette + Protège Ecran  Offerts,Samsung,110000.0,101.0,1.0,32.0,6.0,or,0.0,5.0,1,Sun May 26 21:24:35 2019,ios
Galaxy S7 32Go HDD - Noir,Samsung,240000.0,101.0,1.0,16.0,6.0,noir,0.3,2.0,1,Sun May 26 21:24:36 2019,android
iPhone 6S 64Go HDD - Or,Apple,280000.0,1001.0,3.0,8.0,5.7,or,5.0,16.0,1,Sun May 26 21:24:39 2019,android
"Y3 2018 Dual SIM - 8Go HDD - 5.0"" - Or",Huawei,95000.0,1001.0,2.0,64.0,4.3,or,2.0,17.0,2,Sun May 26 21:24:40 2019,android
A50 16Go HDD - Argent,Alcatel,55000.0,49.0,1.0,8.0,4.0,argent,5.0,8.0,1,Sun May 26 21:24:41 2019,windows
iPhone 6 64Go HDD - Or - 12 Mois + Pochette + Protège Ecran  Offerts,Apple,300000.0,101.0,1.0,8.0,5.7,black,5.0,13.0,1,Sun May 26 21:24:43 2019,android
Galaxy J2 Core Dual Sim - 8Go HDD + 1Go RAM - Lavande,Samsung,56800.0,99.0,3.0,1616.0,6.0,noir,8.0,13.0,2,Sun May 26 21:24:44 2019,android
Nokia Lumia 625  8GB sans carton d'origine - Noir,Nokia,34105.0,49.0,4.0,32.0,5.0,noir,5.0,13.0,1,Sun May 26 21:24:46 2019,android
Camon X Dual SIM 32Go HDD - Or - 12 Mois,Tecno,110000.0,1001.0,0.512,64.0,6.0,or,2.0,5.0,2,Sun May 26 21:24:47 2019,android
Kenny 4G 8Go HDD - Noir,WIKO,47900.0,99.0,1.0,16.0,5.2,noir,2.0,5.0,1,Sun May 26 21:24:49 2019,android
Spark 3 Dual SIM - 16Go HDD - 1Go RAM - Noir - 12 Mois,Tecno,70300.0,101.0,1.0,64.0,6.0,noir,8.0,13.0,2,Sun May 26 21:24:51 2019,ios
NX Dual SIM 16Go HDD - Bleu - 12 Mois,Tecno,62000.0,1001.0,4.0,16.0,5.0,bleu,8.0,13.0,2,Sun May 26 21:24:53 2019,android
Galaxy M10 Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Noir - 12 Mois  + Protège Ecran Offert,Samsung,129000.0,49.0,3.0,16.0,5.0,noir,8.0,13.0,2,Sun May 26 21:24:54 2019,android
iPhone 6 16Go HDD - Or + Protège Ecran,Apple,150000.0,101.0,1.0,64.0,6.0,or,5.0,8.0,1,Sun May 26 21:24:55 2019,android
"Studio J2 - 5"" - 8Go HDD + 512Mo RAM - Noir",Blu,26900.0,1001.0,3.0,64.0,6.0,noir,2.0,5.0,1,Sun May 26 21:24:59 2019,android
Galaxy S8 Plus Dual SIM - 64 Go HDD - Noir,Samsung,270255.0,49.0,3.0,32.0,6.0,noir,5.0,13.0,2,Sun May 26 21:25:01 2019,android
ZTE A110 - 8 GB - 4'' - 1400 mAh - Noir,ZTE,25000.0,10001.0,1.0,32.0,5.0,noir,2.0,5.0,1,Sun May 26 21:25:02 2019,android
"U3 - Dual SIM - 8Go HDD - 1Go RAM - 4"" - Gris - 12 Mois",Alcatel,31900.0,99.0,2.0,8.0,4.5,gris,5.0,13.0,2,Sun May 26 21:25:04 2019,android
P33 Dual SIM 16Go HDD - 1Go RAM - Bleu,ITEL,59500.0,49.0,2.0,16.0,5.0,bleu,5.0,13.0,2,Sun May 26 21:25:06 2019,android
"Galaxy Note 5 - 32 Go HDD - 4 Go RAM - 5,7'' - Bleu",Samsung,125000.0,10001.0,1.0,16.0,5.0,bleu,8.0,13.0,1,Sun May 26 21:25:07 2019,android
Galaxy M30 Dual SIM - 64Go HDD - 4Go RAM - 13+5MP - Noir - 12 Mois  + Protège Ecran Offert,Samsung,240000.0,49.0,0.512,32.0,4.5,noir,2.0,8.0,2,Sun May 26 21:25:11 2019,android
"X608 Hot 6 Pro - Dual SIM -16Go HDD - 2Go RAM - 6"" - Rouge - 12 Mois",Infinix,84000.0,101.0,3.0,8.0,5.0,rouge,0.0,1.0,2,Sun May 26 21:25:15 2019,ios
Redmi 7 Dual SIM - 64Go HDD - 4Go RAM - 12+2MP - Noir + Pochette Offert - 12 Mois de Garantie,Xiaomi,120900.0,1001.0,4.0,8.0,5.0,noir,2.0,5.0,2,Sun May 26 21:25:17 2019,ios
"S503 Dual SIM - 16Go HDD - 1Go RAM - 5,5"" - Noir - 12 Mois",SIMI,43900.0,99.0,1.0,8.0,5.0,noir,2.0,5.0,2,Sun May 26 21:25:19 2019,ios
iPhone 6 Plus 16Go HDD - Or - 12 Mois,Apple,157000.0,101.0,2.0,8.0,5.0,or,2.0,10.0,1,Sun May 26 21:25:21 2019,android
IPhone 6 Plus 64Go HDD - Gris - 12 Mois + Pochette + Protège Ecran  Offerts,Apple,174900.0,101.0,2.0,64.0,4.0,gris,13.0,5.0,1,Sun May 26 21:25:23 2019,android
"iPhone 6 - 64 Go HDD - 1 Go RAM - 4,7"" - Or - 12 Mois + Protège Ecran",Apple,175000.0,1001.0,2.0,32.0,5.0,or,5.0,8.0,1,Sun May 26 21:25:24 2019,android
Galaxy A30 DUAL SIM 32Go HDD - 3Go RAM - Noir - 6 Mois,Samsung,160000.0,49.0,1.0,16.0,5.5,noir,5.0,5.0,2,Sun May 26 21:25:25 2019,ios
Spark 2 Dual SIM 32 Go HDD + 2 Go RAM - Bleu - 12 Mois,Tecno,95000.0,101.0,1.0,32.0,5.5,bleu,5.0,8.0,2,Sun May 26 21:25:28 2019,android
Galaxy S7 Edge Dual SIM 32 Go HDD - Or,Samsung,185000.0,49.0,1.0,32.0,5.5,or,2.0,16.0,2,Sun May 26 21:25:31 2019,android
Galaxy J2 Core - Dual SIM - 8Go HDD + 1Go RAM - Violet,Samsung,56800.0,101.0,2.0,8.0,5.5,noir,0.0,8.0,2,Sun May 26 21:25:33 2019,android
iPhone 6 Plus - 16Go HDD - Or - 12 Mois - Pochette - Glass,Apple,157900.0,101.0,1.0,16.0,6.0,or,5.0,13.0,1,Sun May 26 21:25:34 2019,android
"Pouvoir 2 - Dual SIM - 16Go HDD - 3Go RAM - 6"" - Or - 12 Mois",Tecno,95000.0,1001.0,1.0,16.0,6.0,or,16.0,20.0,2,Sun May 26 21:25:36 2019,android
Galaxy Note 5 32Go HDD - Or + Pochette + Ecran De Protection,Samsung,139000.0,1001.0,1.0,16.0,5.0,or,0.0,13.0,1,Sun May 26 21:25:37 2019,android
V10 Dual SIM 8 Go HDD - Noir - 13 Mois,X-tigi,33000.0,49.0,2.0,4.0,6.4,noir,8.0,13.0,2,Sun May 26 21:25:39 2019,android
"A14 - Dual Sim - 8Go HDD - 512 Mo RAM - 4"" - Noir - 12 Mois",ITEL,28000.0,100001.0,1.0,8.0,6.5,noir,1.0,8.0,2,Sun May 26 21:25:40 2019,android
"Desire 610 - 8Go HDD - 1Go RAM - 4,7"" - Noir",HTC,36500.0,101.0,1.0,32.0,4.7,noir,0.0,13.0,1,Sun May 26 21:25:41 2019,android
"Desire 610 - 8Go HDD - 1Go RAM - 4,7"" - Noir",HTC,33000.0,1001.0,2.0,64.0,6.0,noir,2.0,26.0,1,Sun May 26 21:25:43 2019,android
Galaxy J6 Plus (2018) - 64 GB HDD - 4 GB RAM - 6'' + Pochette - Noir,Samsung,185000.0,1001.0,2.0,8.0,5.0,noir,2.0,17.0,1,Sun May 26 21:25:45 2019,android
Galaxy J6 Plus Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Rouge - 12mois,Samsung,115000.0,49.0,1.0,32.0,6.2,rouge,5.0,16.0,2,Sun May 26 21:25:46 2019,android
Spark 2 Dual SIM 16 Go HDD - 1 Go RAM - Or Et Noir- 12 Mois,Tecno,75000.0,101.0,6.0,16.0,6.4,or et noir,5.0,16.0,2,Sun May 26 21:25:48 2019,android
A1 Lite Double SIM 32Go HDD - Blanc Et Or,Gionee,135000.0,101.0,0.512,32.0,5.9,blanc et or,5.0,13.0,1,Sun May 26 21:25:50 2019,android
Galaxy M10 Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Noir - 12 Mois  + Protège Ecran Offert,Samsung,159000.0,101.0,1.0,8.0,6.4,noir,5.0,13.0,2,Sun May 26 21:25:51 2019,android
R6 Plus Dual SIM 8Go HDD - Gris + 1 Carte SIM et 1 Forfait Internet Offerts,Orange,39900.0,101.0,1.0,8.0,6.7,gris,2.0,21.0,2,Sun May 26 21:25:54 2019,android
Pouvoir 2 Dual SIM 16Go HDD - Bleu - 12 Mois,Tecno,90000.0,10001.0,1.0,16.0,6.4,bleu,2.0,32.0,2,Sun May 26 21:25:55 2019,android
"Hot 6C - Dual SIM - 16Go HDD - 2Go RAM - 6"" Or",Infinix,74800.0,10001.0,1.0,16.0,6.2,or,2.0,18.0,2,Sun May 26 21:25:56 2019,android
Galaxy S7 Edge 32Go HDD - 4Go RAM - Or - 3 Mois + Pochette,Samsung,160000.0,1001.0,1.0,16.0,6.2,or,0.0,12.0,1,Sun May 26 21:25:57 2019,android
OK-CX1 Dual SIM 16Go HDD - 1 Go RAM - Rouge - 12 Mois,Oking,50000.0,1001.0,1.0,16.0,5.9,rouge,7.0,12.0,2,Sun May 26 21:25:59 2019,android
Galaxy J1 Ace 4Go HDD - Bleu - 24 Mois,Samsung,50000.0,1001.0,3.0,8.0,5.0,bleu,5.0,16.0,1,Sun May 26 21:26:01 2019,android
"Y2 2018- Dual SIM - 8 Go HDD - 512 Mo - 4"" - Gris- 12 Mois",Tecno,34500.0,49.0,4.0,8.0,5.9,gris,5.0,13.0,2,Sun May 26 21:26:03 2019,android
Galaxy S6 Edge 32Go HDD - RAM 3Go - Noir - 12 Mois + Pochette + Protège Ecran  Offerts,Samsung,124900.0,49.0,2.0,16.0,5.9,noir,5.0,13.0,1,Sun May 26 21:26:04 2019,android
"Redmi S2 - Dual SIM - 64Go HDD - 4Go RAM - 6"" - Or + Pochette + Protège Ecran Offerts",Xiaomi,114900.0,101.0,1.0,8.0,6.4,or,5.0,13.0,2,Sun May 26 21:26:07 2019,android
"Blade A506 - 8Go HDD - 1Go RAM - 5"" - Noir - 6 Mois",ZTE,45000.0,101.0,1.0,8.0,6.4,noir,5.0,16.0,1,Sun May 26 21:26:08 2019,android
Samsung Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - 13MP - Or - 12 Mois,Samsung,110000.0,101.0,2.0,16.0,6.5,or,5.0,12.0,2,Sun May 26 21:26:10 2019,android
Blade Lite V8 Dual SIM - 16Go HDD - 2Go RAM - Or,ZTE,65500.0,101.0,4.0,16.0,5.5,or,2.0,24.0,2,Sun May 26 21:26:12 2019,android
