name,seller,price,number-of-items-sold,ram,rom,screen-size,color,front-camera,rear-camera,number_of_sims,date,os
Samsung Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - 13MP - Noir,Samsung,99000.0,1001.0,4.0,8.0,5.4,noir,7.0,12.0,2,Sun May 26 21:26:14 2019,android
"A16 - Dual SIM - 8Go HDD - 512 Mo RAM - 5"" - Noir - 13 Mois",ITEL,36000.0,1001.0,3.0,128.0,5.4,noir,2.0,16.0,2,Sun May 26 21:26:18 2019,android
V11 8Go HDD Dual SIM - Or,X-tigi,35300.0,1001.0,4.0,8.0,5.4,or,13.0,5.0,2,Sun May 26 21:26:19 2019,android
Spark 2 Dual SIM - 16 Go HDD - Noir Et Or - 12 Mois,Tecno,75300.0,1001.0,4.0,8.0,5.7,noir et or,8.0,16.0,2,Sun May 26 21:26:20 2019,android
Spark 2 Dual SIM 16 Go HDD - 1 Go RAM - Bordeaux - 12 Mois,Tecno,82700.0,1001.0,6.0,8.0,5.5,bordeaux,5.0,16.0,2,Sun May 26 21:26:23 2019,android
Spark 2 Dual SIM 16 Go HDD - 2 Go RAM - Noir - 12 Mois,Tecno,82700.0,1001.0,3.0,8.0,5.5,noir,5.0,16.0,2,Sun May 26 21:26:25 2019,android
1X - 16Go HDD - Noir - 12 Mois + Forfait Internet Offert,Alcatel,70900.0,1001.0,2.0,16.0,5.0,noir,5.0,8.0,1,Sun May 26 21:26:26 2019,android
Y3 2017 8Go HDD - Gris,Huawei,64900.0,100001.0,2.0,8.0,6.0,gris,2.0,15.0,1,Sun May 26 21:26:28 2019,android
Galaxy Grand Prime Dual Sim 8 Go HDD - Noir + 1 Routeur 4G Offert,Samsung,87900.0,10001.0,4.0,16.0,6.3,noir,2.0,10.0,2,Sun May 26 21:26:29 2019,android
A3 Dual SIM - 16Go HDD - Noir - 12 Mois,Alcatel,69900.0,1001.0,6.0,16.0,5.1,noir,8.0,12.0,2,Sun May 26 21:26:33 2019,android
Y3 2017 8Go HDD - Or + 1 Modem Airbox 3G Offert,Huawei,84900.0,100001.0,4.0,8.0,5.7,or,8.0,12.0,1,Sun May 26 21:26:35 2019,android
Galaxy Grand Prime Dual Sim 8 Go HDD - Argent + 1 Carte Sim Offerte,Samsung,67900.0,100001.0,4.0,64.0,5.5,argent,8.0,12.0,2,Sun May 26 21:26:43 2019,android
A3 Dual SIM 16Go HDD - Blanc - 12 Mois,Alcatel,69900.0,1001.0,4.0,64.0,6.0,blanc,13.0,5.0,2,Sun May 26 21:26:45 2019,android
Galaxy A7 Dual SIM 16 Go HDD - Noir - 6 Mois,Samsung,120000.0,9.0,8.0,16.0,6.0,noir,5.0,8.0,2,Sun May 26 21:26:46 2019,android
"Mi4 4G FDD-LTE - 16Go HDD - 2Go RAM - 5"" - Blanc",Xiaomi,142500.0,9.0,4.0,16.0,5.5,blanc,5.0,16.0,1,Sun May 26 21:26:52 2019,android
Alcatel 1 Dual SIM 8Go HDD - Gris - 12 Mois + Forfait Internet Offert,Alcatel,44900.0,9.0,3.0,8.0,6.2,gris,5.0,16.0,2,Sun May 26 21:26:53 2019,android
Smart Dual SIM 16Go HDD - Noir  - 12 Mois,Infinix,96800.0,9.0,2.0,32.0,5.0,noir,0.3,2.0,2,Sun May 26 21:26:55 2019,android
Galaxy A7 Dual SIM 16 Go HDD - Blanc - 6 Mois,Samsung,120000.0,9.0,2.0,64.0,5.5,blanc,2.0,5.0,2,Sun May 26 21:26:56 2019,android
MI 9 SE - Dual SIM - 128 Go HDD - RAM 6 Go - 5.97'' - Noir + Pochette,Xiaomi,325000.0,9.0,2.0,64.0,5.5,noir,8.0,13.0,2,Sun May 26 21:26:57 2019,android
"A14 - Dual Sim - 8Go HDD - 512 Mo RAM - 4"" - Noir - 12 Mois",ITEL,27000.0,9.0,4.0,64.0,6.4,noir,5.0,12.0,2,Sun May 26 21:26:59 2019,android
"A16 - Dual SIM - 8Go HDD - 512 Mo RAM - 5"" - Noir - 13 Mois",ITEL,37600.0,9.0,3.0,64.0,4.0,noir,10.0,16.0,2,Sun May 26 21:27:02 2019,windows
P13 Dual SIM 8Go HDD - 512 Mo RAM - Noir - 13 Mois,ITEL,44800.0,101.0,3.0,128.0,5.0,noir,0.0,12.0,2,Sun May 26 21:27:03 2019,android
S13 - 8Go HDD - 1GB RAM - Noir - 13 Mois,ITEL,52600.0,1001.0,1.0,128.0,6.2,noir,13.0,5.0,1,Sun May 26 21:27:05 2019,android
P33 Dual SIM 16Go HDD - 1Go RAM - Or,ITEL,52860.0,1001.0,4.0,32.0,5.5,or,8.0,5.0,2,Sun May 26 21:27:07 2019,android
P32 Dual SIM - 8Go HDD - 1 Go RAM - Bleu - 13 Mois,ITEL,54680.0,101.0,3.0,32.0,6.1,bleu,8.0,13.0,2,Sun May 26 21:27:10 2019,windows
P33 PLUS - 5000Mah - 16Go HDD - 1Go RAM - Or,ITEL,58875.0,1001.0,4.0,32.0,6.4,or,8.0,13.0,1,Sun May 26 21:27:12 2019,android
"S33 - 16Go HDD - 1Go RAM - 6"" - Or - 12 Mois",ITEL,63550.0,1001.0,1.0,64.0,5.0,or,2.0,15.0,1,Sun May 26 21:27:14 2019,android
"Microsoft Lumia 640 LTE - 8Go HDD - 5"" (Reconditionné pas de carton d'origine)",Microsoft,45500.0,1001.0,1.0,128.0,5.5,bleu,20.0,16.0,1,Sun May 26 21:27:17 2019,android
Galaxy A20 Dual SIM 64Go HDD - 3Go RAM - Bleu - 6 Mois,Samsung,135000.0,1001.0,1.0,64.0,5.5,bleu,2.0,6.0,2,Sun May 26 21:27:19 2019,android
Honor 8X -Dual Sim - 64Go HDD - 4Go RAM - Phantom Bleu - 6 Mois,Huawei,220000.0,1001.0,4.0,64.0,6.0,phantom bleu,2.0,18.0,2,Sun May 26 21:27:20 2019,android
One E8 - 16Go HDD - 2Go RAM - Noir,HTC,63800.0,1001.0,32.0,128.0,6.0,noir,2.0,6.0,1,Sun May 26 21:27:21 2019,android
Spark 2 Dual SIM 16 Go HDD - 1 Go RAM - Noir - 12 Mois,Tecno,76500.0,1001.0,1.0,128.0,6.0,noir,5.0,16.0,2,Sun May 26 21:27:23 2019,android
Microsoft Lumia 640 - 8Go HDD - 1Go RAM - Noir (Reconditionné - Sans carton d'origine),Microsoft,51800.0,101.0,1.0,256.0,6.0,noir,8.0,13.0,1,Sun May 26 21:27:24 2019,android
Galaxy A10 Dual Sim - 32Go HDD - 2Go RAM - 13MP - Bleu - 24 Mois,Samsung,98900.0,1001.0,4.0,32.0,4.7,bleu,2.0,15.0,2,Sun May 26 21:27:25 2019,android
S5 Double Puce 64Go HDD - 4Go RAM - 13+13MP - Noir + Pochette Offerte - 12 Mois,Lenovo,100000.0,1001.0,1.0,16.0,6.0,noir,0.0,16.0,2,Sun May 26 21:27:35 2019,android
"MI 8 Lite - Dual SIM - 64 Go HDD - RAM 4 Go - 6,26'' - Noir + Pochette + Glace De Protection",Xiaomi,165000.0,1001.0,2.0,16.0,6.0,noir,2.0,24.0,2,Sun May 26 21:27:38 2019,android
Galaxy A30 Dual SIM 64Go HDD - 3Go RAM - Noir - 6 Mois,Samsung,175000.0,101.0,4.0,16.0,6.2,noir,2.0,15.0,2,Sun May 26 21:27:41 2019,ios
Galaxy A40 - 64Go HDD - 4GB RAM - Noir,Samsung,195000.0,1001.0,8.0,32.0,6.2,noir,8.0,13.0,1,Sun May 26 21:27:46 2019,android
Galaxy A50 Dual SIM - 128Go HDD - 4Go RAM - 25+8+5MP - Noir - 12 Mois,Samsung,240000.0,1001.0,8.0,128.0,6.0,noir,8.0,13.0,2,Sun May 26 21:27:47 2019,android
Galaxy A70 Dual SIM - 128Go HDD - 6Go RAM - 32+8+5MP - Noir - 12 Mois,Samsung,320000.0,1001.0,1.0,32.0,5.5,noir,0.0,16.0,2,Sun May 26 21:27:50 2019,android
Galaxy A30 DUAL SIM 32Go HDD - 3Go RAM - Noir - 6 Mois,Samsung,145400.0,101.0,1.0,8.0,6.0,noir,13.0,13.0,2,Sun May 26 21:27:51 2019,android
Galaxy A10 Dual SIM - 32Go HDD - 2Go RAM - Noir - 3 Mois,Samsung,115500.0,101.0,1.0,16.0,6.0,noir,2.0,17.0,2,Sun May 26 21:27:53 2019,android
Galaxy A10 - 32Go HDD - 2Go RAM - Bleu - 3 Mois,Samsung,115500.0,99.0,1.0,128.0,5.7,bleu,2.0,24.0,1,Sun May 26 21:27:54 2019,android
"Lenovo K5 Pro - Dual Sim - 64 Go HDD - 4 Go RAM - 5,99'' - Noir",Lenovo,135000.0,1001.0,2.0,64.0,5.2,noir,10.0,16.0,2,Sun May 26 21:27:57 2019,android
Honor 9 Dual SIM 128Go HDD - 6Go RAM - Bleu - 12 Mois,Huawei,250000.0,10001.0,1.0,32.0,6.3,bleu,0.0,20.0,2,Sun May 26 21:27:58 2019,ios
Samsung Galaxy A40 - 64Go  4GB Ram HDD - Noir,Samsung,190500.0,10001.0,3.0,16.0,6.1,noir,7.0,12.0,1,Sun May 26 21:28:01 2019,ios
Mate 10 Lite Dual SIM - 64Go HDD - 4Go RAM - Bleu - 3 Mois,Huawei,205000.0,101.0,1.0,16.0,7.2,bleu,2.0,18.0,2,Sun May 26 21:28:03 2019,android
Galaxy A50 - 128Go HDD - 4GB RAM - Noir,Samsung,240500.0,99.0,1.0,16.0,4.7,noir,5.0,13.0,1,Sun May 26 21:28:05 2019,android
Galaxy S10 Plus - 128Go HDD - 8Go RAM - 16+12+12MP - Noir - 24 Mois,Samsung,823000.0,99.0,2.0,8.0,6.0,noir,16.0,16.0,1,Sun May 26 21:28:06 2019,android
iPhone XS Max 256Go HDD - Gris Sidéral,Apple,870600.0,101.0,1.0,64.0,5.5,noir,2.0,5.0,1,Sun May 26 21:28:08 2019,android
Galaxy Note 5 32 Go HDD - Or-glace et pochette offert,Samsung,145250.0,101.0,3.0,8.0,5.5,or,8.0,13.0,1,Sun May 26 21:28:10 2019,android
Redmi 6 Dual SIM - 32Go - 3Go Ram HDD - 12+5MP - Bleu,Xaomi,95500.0,1001.0,2.0,16.0,5.0,bleu,8.0,13.0,2,Sun May 26 21:28:12 2019,android
"Redmi 6A Dual SIM - 16Go HDD - 2Go RAM - 5,45"" - Gris - 12 Mois de Garantie",Xiaomi,57900.0,99.0,1.0,64.0,6.0,or,8.0,13.0,2,Sun May 26 21:28:13 2019,android
"Redmi 6A Dual SIM - 16Go HDD - 2Go RAM - 5,45"" - Gris - 12 Mois de Garantie",Xiaomi,57900.0,99.0,6.0,8.0,6.0,gris,2.0,5.0,2,Sun May 26 21:28:15 2019,android
"Redmi 6A Dual SIM - 16Go HDD - 2Go RAM - 5,45"" - Gris - 12 Mois de Garantie",Xiaomi,58900.0,99.0,3.0,8.0,6.0,gris,5.0,16.0,2,Sun May 26 21:28:16 2019,android
Galaxy S6 Edge Plus Dual SIM - 32Go HDD - Or - 3 Mois-galce+pochette,Samsung,175000.0,49.0,2.0,16.0,5.0,or,2.0,15.0,2,Sun May 26 21:28:17 2019,android
Galaxy S7 Edge Dual SIM 64 Go HDD - Or,Samsung,185000.0,49.0,1.0,32.0,6.4,or,2.0,32.0,2,Sun May 26 21:28:20 2019,android
iPhone 7 Plus - 128Go - Noir - 12 Mois + Pochette + Protège Ecran Offerts,Apple,521000.0,9.0,2.0,128.0,6.0,noir,2.0,17.0,1,Sun May 26 21:28:23 2019,android
iPhone 7 Plus 32Go HDD - Or,Apple,532000.0,99.0,4.0,128.0,5.5,or,1.2,8.0,1,Sun May 26 21:28:24 2019,android
P13 - Dual SIM - 8Go HDD - 512Mo RAM - Noir -12 Mois,ITEL,45000.0,99.0,3.0,8.0,5.8,noir,2.0,29.0,2,Sun May 26 21:28:26 2019,android
"S33 - 16Go HDD - 1Go RAM - 6"" - Or - 12 Mois",ITEL,65300.0,99.0,4.0,8.0,5.5,or,2.0,22.0,1,Sun May 26 21:28:27 2019,android
Redmi Note 7 Dual SIM - 128Go - 4Go Ram HDD - Noir,Xaomi,200500.0,99.0,6.0,1616.0,6.0,noir,7.0,12.0,2,Sun May 26 21:28:29 2019,android
Galaxy C5 -dual Sim- 32 Go HDD - Noir-pochette+glass,Samsung,139395.0,49.0,8.0,16.0,6.3,noir,2.0,15.0,2,Sun May 26 21:28:31 2019,android
"Galaxy S6 Edge - 64 Go HDD - 3 Go RAM - 5,1'' - Noir-glace+pochette",Samsung,150000.0,101.0,6.0,16.0,5.8,noir,2.0,26.0,1,Sun May 26 21:28:33 2019,android
Galaxy S6 Edge plus 32Go HDD - noir-pochette+glass,Samsung,160000.0,101.0,2.0,16.0,6.2,noir,2.0,18.0,1,Sun May 26 21:28:35 2019,android
P33 Dual SIM 16Go HDD - 1Go RAM - Bleu,ITEL,58500.0,49.0,3.0,32.0,5.7,bleu,0.0,20.0,2,Sun May 26 21:28:40 2019,android
"S33 - 6"" - 16 Go HDD - Noir",ITEL,64500.0,99.0,1.0,8.0,6.0,noir,2.0,21.0,1,Sun May 26 21:28:42 2019,android
"Hot 6 - Dual SIM - 16Go HDD - 1Go RAM - 6"" Or",Infinix,74210.0,99.0,2.0,8.0,6.0,or,5.0,12.0,2,Sun May 26 21:28:43 2019,android
P13 Dual SIM 8Go HDD - 512 Mo RAM - Noir - 13 Mois,ITEL,45500.0,99.0,2.0,16.0,5.5,noir,7.0,12.0,2,Sun May 26 21:28:44 2019,android
"Samsung Galaxy S8 Plus - 64 Go HDD - 4 Go RAM - 6,2'' - Noir - 12 Mois - Pochette",Samsung,243000.0,9.0,3.0,8.0,5.5,noir,7.0,12.0,1,Sun May 26 21:28:47 2019,android
Galaxy S8 Dual SIM 64 Go HDD - Or,Samsung,270000.0,99.0,1.0,32.0,5.5,or,7.0,12.0,2,Sun May 26 21:28:48 2019,android
Galaxy S9 - 32Go HDD - 4Go RAM - Noir,Samsung,365000.0,99.0,1.0,32.0,5.8,noir,7.0,12.0,1,Sun May 26 21:28:49 2019,android
S13 - 8Go HDD - 1GB RAM - Noir - 13 Mois,ITEL,65000.0,99.0,3.0,16.0,5.5,noir,7.0,12.0,1,Sun May 26 21:28:51 2019,android
Blitzwolf BW-BTS1 Sport Bluetooth Earphone Headphone IPX4 Waterproof Magnetic Adsorption With Mic,BlitzWolf,12157.0,99.0,3.0,128.0,5.8,black,7.0,12.0,1,Sun May 26 21:28:52 2019,android
P33 Dual SIM 16Go HDD - 1Go RAM - Or,ITEL,58600.0,99.0,4.0,32.0,5.8,or,5.0,13.0,2,Sun May 26 21:28:53 2019,android
Galaxy A30 DUAL SIM 64Go HDD - 4Go RAM - Noir,Samsung,175000.0,99.0,4.0,16.0,6.0,noir,5.0,8.0,2,Sun May 26 21:28:56 2019,windows 10
Galaxy S6 32 Go HDD - Noir + Pochette et Ecran de Protection,Samsung,120500.0,99.0,1.0,16.0,5.0,noir,2.0,15.0,1,Sun May 26 21:28:57 2019,windows
"V5 Dual SIM - 8Go HDD - 1 Go RAM - 4"" - Bleu",X-tigi,27800.0,99.0,4.0,16.0,5.4,bleu,0.0,24.0,2,Sun May 26 21:28:58 2019,android
V10 Dual SIM 8 Go HDD - Noir - 13 Mois,X-tigi,32900.0,99.0,4.0,64.0,6.2,noir,5.0,12.0,2,Sun May 26 21:28:59 2019,windows
"Hot 7 Dual Sim - 6,2"" - 16 Go HDD - 1 Go RAM - Violet",Infinix,84740.0,99.0,4.0,32.0,6.0,violet,2.0,18.0,2,Sun May 26 21:29:01 2019,android
Galaxy S7 Edge 64Go HDD - Noir -  12 Mois,Samsung,241500.0,99.0,3.0,64.0,5.5,noir,0.0,24.0,1,Sun May 26 21:29:03 2019,android
"Galaxy S10 - 128Go HDD - 8Go RAM - 6,1"" - Blanc",Samsung,504000.0,101.0,4.0,64.0,5.4,blanc,0.0,24.0,1,Sun May 26 21:29:05 2019,android
"Galaxy S10 Plus - 128Go HDD - 8Go RAM - 6,4"" - 24 Mois - Blanc",Samsung,556000.0,101.0,3.0,128.0,6.2,blanc,5.0,12.0,1,Sun May 26 21:29:07 2019,android
A32F 8Go HDD -Noir,ITEL,47000.0,99.0,6.0,128.0,6.0,noir,8.0,12.0,1,Sun May 26 21:29:08 2019,ios
"Tecno B1 - Dual SIM - 8Go HDD - 1 Go RAM - 5"" - Noir",Tecno,50000.0,101.0,4.0,32.0,6.0,noir,8.0,12.0,2,Sun May 26 21:29:11 2019,android
S13 - 8Go HDD - 1GB RAM - Noir - 13 Mois,ITEL,53000.0,101.0,4.0,32.0,6.4,noir,1.3,8.0,1,Sun May 26 21:29:12 2019,android
P33 Dual SIM 16Go HDD - 1Go RAM - Bleu,ITEL,59000.0,101.0,3.0,16.0,5.5,bleu,2.0,15.0,2,Sun May 26 21:29:14 2019,android
Spark 2 Dual SIM  16 Go HDD + 1Go RAM - Rouge - 12 Mois,Tecno,75000.0,9.0,3.0,16.0,6.2,rouge,13.0,8.0,2,Sun May 26 21:29:15 2019,android
Spark 2 Dual SIM 16 Go HDD + 2 Go RAM - Noir - 12 Mois,Tecno,76000.0,99.0,3.0,8.0,6.2,noir,5.0,13.0,2,Sun May 26 21:29:17 2019,android
"Hot S3X - Dual SIM - 32 Go HDD - 2Go RAM - 6"" - Noir",Infinix,111000.0,10001.0,3.0,16.0,4.7,noir,0.0,24.0,2,Sun May 26 21:29:18 2019,android
Camon X Dual SIM - 32Go HDD - Noir - 12 Mois,Tecno,123000.0,101.0,4.0,16.0,6.0,noir,13.0,13.0,2,Sun May 26 21:29:20 2019,android
Microsoft Lumia 550 - Reconditionné sans carton d'origine - 8Go HDD - 1Go RAM - Blanc,Nokia,45900.0,99.0,3.0,16.0,5.5,blanc,5.0,8.0,1,Sun May 26 21:29:23 2019,android
Nokia Lumia 1320 Reconditionné sans carton d'origine - 8Go - Rouge,Nokia,59500.0,101.0,2.0,8.0,6.0,rouge,2.0,18.0,1,Sun May 26 21:29:24 2019,ios
Galaxy M10 Dual SIM - 16Go HDD - 2Go RAM - 13+5MP - Noir,Samsung,130000.0,10001.0,1.0,32.0,5.0,noir,2.0,18.0,2,Sun May 26 21:29:26 2019,android
Nokia Lumia 1320 - 8Go HDD - 4G (sans carton d'origine) - Noir,Nokia,59500.0,49.0,2.0,32.0,6.0,noir,2.0,18.0,1,Sun May 26 21:29:28 2019,android
Camon 11 Dual SIM 32 Go HDD - 3Go RAM - Noir - 12 Mois,Tecno,114000.0,10001.0,3.0,64.0,5.5,noir,2.0,22.0,2,Sun May 26 21:29:29 2019,android
Galaxy S6  32 Go HDD -Blanc + Ecran de Protection et Pochette - 12 Mois,Samsung,100000.0,10001.0,4.0,64.0,5.0,blanc,0.0,12.0,1,Sun May 26 21:29:30 2019,android
"Hot 7  Dual Sim - 6,2"" - 32 Go HDD - 2 Go RAM - Champagne",Infinix,95263.0,49.0,4.0,64.0,6.0,champagne,5.0,12.0,2,Sun May 26 21:29:32 2019,android
"Hot 6 - Dual SIM - 16Go HDD - 1Go RAM - 6"" - Rouge",Infinix,76400.0,101.0,1.0,64.0,6.0,rouge,5.0,12.0,2,Sun May 26 21:29:33 2019,android
K5 Pro Dual SIM 128Go HDD - 6Go RAM - 16+5MP - Noir - 12 Mois,Lenovo,159000.0,49.0,3.0,64.0,6.0,noir,2.0,15.0,2,Sun May 26 21:29:35 2019,android
"iPhone 7 Plus - 32Go HDD - 3Go RAM - 5,5"" - Rose Or",Apple,320000.0,101.0,4.0,256.0,6.5,rose or,5.0,16.0,1,Sun May 26 21:29:36 2019,android
Infinix Hot 6X Dual SIM 16Go HDD - 2Go - Noir,Infinix,72500.0,101.0,4.0,32.0,6.4,noir,5.0,12.0,2,Sun May 26 21:29:38 2019,android
Spark 2 Dual SIM 16 Go HDD - Bleu - 12 Mois,Tecno,83800.0,101.0,4.0,64.0,5.5,bleu,5.0,13.0,2,Sun May 26 21:29:39 2019,android
Note 4 Dual SIM 16Go HDD - Noir - 12 Mois,Infinix,89000.0,101.0,4.0,32.0,5.5,noir,0.0,12.0,2,Sun May 26 21:29:41 2019,android
K5 Pro Dual SIM 64Go HDD - 6Go RAM - 16+5MP - Rose Or - 12 Mois,Lenovo,149900.0,101.0,4.0,64.0,6.2,rose or,8.0,13.0,2,Sun May 26 21:29:43 2019,ios
Galaxy J5 Pro 32Go HDD - Noir,Samsung,169000.0,101.0,4.0,64.0,6.2,noir,8.0,13.0,1,Sun May 26 21:29:45 2019,android
Mi 8 Lite Dual SIM 64Go HDD - 4Go RAM - Noir + Pochette Offert - 12 Mois de Garantie,Xiaomi,174900.0,101.0,4.0,32.0,6.2,noir,2.0,18.0,2,Sun May 26 21:29:46 2019,ios
Galaxy Note 8 - 64 Go HDD - 6 Go RAM - Noir - 24 Mois + Pochette + Protège Ecran Offerts,Samsung,298000.0,1001.0,4.0,32.0,5.7,noir,8.0,13.0,1,Sun May 26 21:29:47 2019,android
"Galaxy S10 - 128Go HDD - 8Go RAM - 6,1"" - Bleu Ciel",Samsung,499000.0,1001.0,1.0,128.0,5.5,bleu ciel,2.0,18.0,1,Sun May 26 21:29:48 2019,android
Mate20 X Dual SIM - 128Go HDD - 6Go RAM - Bleu,Huawei,510000.0,1001.0,2.0,64.0,6.0,bleu nuit,0.0,24.0,2,Sun May 26 21:29:50 2019,android
iPhone 7 - 32Go HDD - 2GB RAM - Noir Et Gris,Apple,315000.0,1001.0,1.0,64.0,6.1,noir et gris,0.0,24.0,1,Sun May 26 21:29:51 2019,android
Galaxy J6 Plus  2018 - 32 Go HDD - 3 Go RAM - 6'' - Gris,Samsung,200000.0,1001.0,1.0,64.0,5.4,gris,5.0,12.0,1,Sun May 26 21:29:52 2019,android
F3(Pop¹) Pro - Dual SIM - 16Go HDD - Noir - 12 Mois,Tecno,65000.0,1001.0,2.0,256.0,6.5,noir,5.0,12.0,2,Sun May 26 21:29:53 2019,android
Camon CX Dual SIM 16 Go HDD - Gris -12 Mois,Tecno,93900.0,49.0,4.0,32.0,6.2,gris,8.0,12.0,2,Sun May 26 21:29:55 2019,ios
"A16 - Dual SIM - 8Go HDD - 512 Mo RAM - 5"" - Noir - 13 Mois",ITEL,37900.0,1001.0,3.0,8.0,6.2,noir,2.0,18.0,2,Sun May 26 21:29:56 2019,ios
Spark 2 Dual SIM 16 Go HDD - 2 Go RAM - Noir - 12 Mois,Tecno,85000.0,1001.0,2.0,16.0,6.2,noir,13.0,13.0,2,Sun May 26 21:29:57 2019,ios
"Pouvoir 2 - Dual SIM - 16Go HDD - 3Go RAM - 6"" - NOIR - 12 Mois",Tecno,100000.0,1001.0,4.0,64.0,6.0,noir,8.0,5.0,2,Sun May 26 21:29:59 2019,ios
Spark 2 Dual SIM  16 Go HDD -1 Go RAM - Noir - 12 Mois,Tecno,75000.0,1001.0,4.0,128.0,6.0,noir,2.0,5.0,2,Sun May 26 21:30:01 2019,ios
A32F Dual SIM 8Go HDD - Rose Or - 12 Mois,ITEL,44700.0,1001.0,4.0,32.0,5.5,rose or,5.0,13.0,2,Sun May 26 21:30:02 2019,ios
Galaxy A30 Dual SIM 32Go HDD - 3Go RAM - Noir - 6 Mois,Samsung,160000.0,49.0,4.0,64.0,5.5,noir,7.0,12.0,2,Sun May 26 21:30:03 2019,android
"Hot 6X Dual SIM - 32Go HDD - 3Go RAM - 6,2"" - Bleu",Infinix,149700.0,49.0,8.0,64.0,6.2,bleu,5.0,12.0,2,Sun May 26 21:30:05 2019,android
Mi A2 Dual SIM - 64Go HDD - 4Go RAM - Noir,Xaomi,155500.0,49.0,4.0,64.0,5.5,noir,5.0,8.0,2,Sun May 26 21:30:07 2019,android
Redmi 6 Pro Dual SIM 64Go HDD - 4Go RAM - Noir,Xaomi,159500.0,49.0,4.0,128.0,5.0,noir,5.0,13.0,2,Sun May 26 21:30:08 2019,android
iPhone 6 Plus  64 Go HDD - Blanc Et Or,Apple,186925.0,49.0,3.0,128.0,4.0,blanc et or,2.0,18.0,1,Sun May 26 21:30:09 2019,android
V30 - 64Go HDD - 4Go RAM - Bleu,LG,200500.0,49.0,3.0,128.0,5.5,bleu,8.0,13.0,1,Sun May 26 21:30:11 2019,android
Mate20 Lite Dual SIM - 64Go HDD - 4Go RAM - Noir - 6 Mois,Huawei,225000.0,49.0,3.0,32.0,6.2,noir,2.0,21.0,2,Sun May 26 21:30:12 2019,android
iPhone XS Max 256Go HDD - Gris Sidéral,Apple,875000.0,101.0,3.0,64.0,5.0,gris sidéral,8.0,12.0,1,Sun May 26 21:30:15 2019,android
"Honor 8C - 32 Go HDD - 3 Go RAM - 6,26'' - Bleu - 12 Mois",Huawei,145000.0,1001.0,2.0,64.0,6.0,bleu,0.3,2.0,1,Sun May 26 21:30:17 2019,android
Lenovo S5 Dual SIM 64Go HDD - 4Go RAM - 13+13MP - Rouge + Pochette Offert - 12 Mois,Lenovo,110000.0,1001.0,2.0,8.0,6.0,rouge,2.0,5.0,2,Sun May 26 21:31:51 2019,android
"Galaxy J6 Plus Dual SIM - 32Go HDD - 3Go RAM - 6"" - Noir - 12 Mois",Samsung,120000.0,1001.0,8.0,16.0,4.7,noir,2.0,18.0,2,Sun May 26 21:31:53 2019,android
Lenovo S5 Pro Double Puce 64Go HDD - 6Go RAM - 12+20MP - Noir + Pochette Offert - 12 Mois,Lenovo,160000.0,1001.0,1.0,16.0,6.0,noir,2.0,9.0,2,Sun May 26 21:31:54 2019,android
Galaxy J8 Dual SIM 64Go HDD - Bleu,Samsung,195000.0,1001.0,4.0,8.0,6.0,bleu,0.0,5.0,2,Sun May 26 21:31:56 2019,android
Galaxy S7 32 Go HDD - 4 Go RAM  - Or,Samsung,232000.0,1001.0,1.0,16.0,4.0,or,2.0,5.0,1,Sun May 26 21:31:58 2019,android
iPhone 7 Plus - 32Go HDD - 3Go RAM - Noir,Apple,410000.0,49.0,1.0,64.0,4.0,noir,0.0,5.0,1,Sun May 26 21:32:01 2019,android
iPhone 7 Plus - 128Go HDD - 3Go RAM Rose Or,Apple,495000.0,49.0,2.0,64.0,6.2,rose or,2.0,5.0,1,Sun May 26 21:32:09 2019,android
iPhone X 64Go HDD - 3Go RAM - Gris Sidéral,Apple,651000.0,1001.0,2.0,16.0,4.7,gris sidéral,0.0,5.0,1,Sun May 26 21:32:10 2019,android
iPhone 8 Plus 64Go HDD - Gris Sidéral,Apple,662000.0,101.0,2.0,64.0,5.0,gris sidéral,0.3,2.0,1,Sun May 26 21:32:11 2019,android
iPhone XS Max 64 Go HDD - Argent,Apple,700000.0,49.0,4.0,64.0,5.0,argent,2.0,18.0,1,Sun May 26 21:32:12 2019,android
iPhone X 256Go HDD - 3Go RAM - Gris Sidéral,Apple,789000.0,1001.0,4.0,64.0,5.0,gris sidéral,5.0,8.0,1,Sun May 26 21:32:14 2019,android
Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - 13MP - Or - 12 Mois,Samsung,175000.0,1001.0,4.0,128.0,5.0,or,0.0,24.0,2,Sun May 26 21:32:18 2019,android
"Blade A506 - 8Go HDD - 1Go RAM - 5"" - Noir - 6 Mois",ZTE,45000.0,1001.0,4.0,128.0,4.0,noir,8.0,12.0,1,Sun May 26 21:32:19 2019,android
Y5 Prime 2018 Dual SIM 16Go HDD - Bleu - 12 Mois + Edmark Café73 Offert (20 Sachets),Huawei,86500.0,49.0,4.0,32.0,6.0,bleu,8.0,13.0,2,Sun May 26 21:32:21 2019,android
Honor 10 lite - 64 Go HDD - 3 Go RAM -  Bleu Saphir - 6 Mois,Huawei,175000.0,49.0,4.0,32.0,5.0,bleu saphir,8.0,13.0,1,Sun May 26 21:32:22 2019,android
"Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - 6"" - Bleu - 6 Mois",Samsung,212000.0,9.0,3.0,64.0,6.0,bleu,5.0,13.0,2,Sun May 26 21:32:23 2019,android
